ECG,EMG,foot GSR,hand GSR,HR,RESP
0.017,0.0044,4.514,26.773,97.0,12.732
-0.377,-0.0072,4.496,26.741,97.0,12.738
0.099,0.0025,4.483,26.731,97.0,12.678
0.113,0.0069,4.472,26.726,97.0,12.582
0.051,-0.0071,4.462,26.731,97.0,12.466
0.048,-0.0059,4.452,26.74,97.0,12.324
0.047,-0.0029,4.444,26.747,97.0,12.194
0.037,0.0037,4.434,26.755,97.0,12.136
0.023,0.0003,4.426,26.767,97.0,12.064
0.051,-0.0017,4.419,26.784,97.0,12.01
-0.371,0.0005,4.41,26.812,97.0,11.96
0.101,0.0012,4.404,26.841,97.0,11.908
0.116,-0.0041,4.396,26.88,97.0,11.878
0.095,-0.0021,4.387,26.927,97.0,11.864
0.048,-0.0036,4.377,26.987,97.0,11.638
0.055,-0.0093,4.367,27.053,97.0,11.568
0.054,-0.0016,4.357,27.115,97.0,11.552
0.039,-0.0042,4.35,27.18,97.0,11.552
0.032,0.0017,4.342,27.245,97.0,11.508
-0.315,-0.0085,4.334,27.31,97.0,11.444
0.019,0.0021,4.327,27.368,97.0,11.412
0.094,-0.0158,4.322,27.423,97.0,11.446
0.091,0.0026,4.318,27.478,97.0,11.5
0.024,-0.0117,4.313,27.528,97.0,11.534
0.025,-0.0146,4.307,27.57,97.0,11.534
0.027,-0.0137,4.304,27.602,97.0,11.52
0.019,-0.0003,4.301,27.621,97.0,11.522
0.006,-0.0085,4.298,27.639,97.0,11.538
0.041,0.0142,4.297,27.652,97.0,11.552
-0.41,-0.0024,4.293,27.671,97.0,11.552
0.102,-0.0112,4.291,27.677,99.0,11.56
0.112,-0.0082,4.291,27.669,99.0,11.586
0.089,-0.0037,4.289,27.67,99.0,11.632
0.05,-0.006,4.287,27.674,99.0,11.674
0.054,-0.0081,4.284,27.664,99.0,11.674
0.06,-0.0059,4.287,27.601,99.0,11.676
0.073,-0.0022,4.287,27.564,99.0,11.62
0.118,0.0039,4.287,27.547,99.0,11.574
-0.182,0.0133,4.288,27.537,99.0,11.534
0.477,-0.0281,4.287,27.526,99.0,11.478
0.573,-0.0245,4.287,27.506,99.0,11.44
0.434,0.002,4.283,27.459,99.0,11.446
0.225,0.0122,4.284,27.381,99.0,11.41
0.19,-0.0241,4.275,27.311,99.0,11.358
0.117,-0.012,4.272,27.259,99.0,11.328
-0.005,-0.0081,4.27,27.214,99.0,11.302
-0.102,-0.0134,4.267,27.15,99.0,11.3
-0.686,-0.0104,4.261,27.089,99.0,11.33
-0.299,-0.0008,4.257,27.035,99.0,11.368
-0.34,0.0035,4.253,26.959,99.0,11.406
-0.41,0.0022,4.249,26.916,99.0,11.428
-0.552,-0.0029,4.243,26.867,99.0,11.412
-0.613,-0.0124,4.24,26.817,99.0,11.396
-0.658,-0.005,4.237,26.761,99.0,11.378
-0.7,-0.0024,4.234,26.719,99.0,11.362
-0.706,-0.001,4.23,26.692,99.0,11.354
-1.162,-0.0084,4.225,26.668,99.0,11.346
-0.521,-0.004,4.222,26.638,99.0,11.334
-0.393,0.0023,4.212,26.62,99.0,11.328
-0.469,0.0,4.205,26.608,99.0,11.308
-0.486,-0.0099,4.196,26.599,99.0,11.312
-0.46,0.0007,4.186,26.595,99.0,11.35
-0.437,0.005,4.181,26.608,99.0,11.384
-0.4,0.0025,4.176,26.63,99.0,11.41
-0.802,0.0077,4.176,26.675,99.0,11.494
-0.283,0.0019,4.171,26.855,99.0,11.446
-0.122,-0.0031,4.171,26.993,99.0,11.494
-0.177,-0.0126,4.172,27.168,99.0,11.446
-0.158,-0.0109,4.165,27.368,99.0,11.292
-0.122,-0.015,4.161,27.587,99.0,11.312
-0.113,-0.0013,4.159,27.821,99.0,11.354
-0.104,-0.0063,4.155,28.06,99.0,11.378
-0.434,-0.0066,4.155,28.303,99.0,11.39
-0.045,0.0015,4.155,28.549,99.0,11.408
0.054,-0.0061,4.157,28.782,99.0,11.372
0.092,-0.0064,4.16,29.002,99.0,11.35
0.042,-0.0036,4.165,29.208,99.0,11.362
0.036,-0.0184,4.17,29.396,99.0,11.408
0.046,-0.0027,4.173,29.555,99.0,11.484
0.054,-0.0045,4.186,29.688,99.0,11.544
0.039,-0.0125,4.196,29.826,99.0,11.55
0.015,0.0077,4.206,29.964,99.0,11.53
-0.269,-0.0161,4.222,30.078,99.0,11.516
0.138,-0.0082,4.236,30.172,99.0,11.488
0.188,-0.008,4.251,30.257,99.0,11.502
0.153,-0.0123,4.269,30.324,99.0,11.554
0.104,-0.0029,4.286,30.376,99.0,11.628
0.125,0.0008,4.307,30.408,99.0,11.74
0.118,0.0001,4.328,30.46,99.0,11.886
0.097,-0.0218,4.35,30.492,99.0,12.016
0.115,0.0025,4.37,30.462,99.0,12.164
-0.282,0.0,4.39,30.445,99.0,12.336
0.181,-0.0107,4.411,30.476,99.0,12.884
0.2,0.0015,4.43,30.496,99.0,13.072
0.204,-0.0008,4.452,30.528,99.0,13.218
0.142,-0.0107,4.471,30.578,99.0,13.292
0.151,-0.0119,4.491,30.643,99.0,13.302
0.138,-0.0028,4.512,30.687,99.0,13.292
0.127,-0.0031,4.534,30.691,99.0,13.268
0.118,0.0003,4.559,30.664,99.0,13.264
-0.26,0.0006,4.58,30.621,99.0,13.292
0.16,-0.0081,4.604,30.583,100.0,13.352
0.209,-0.003,4.625,30.497,100.0,13.402
0.228,0.0098,4.646,30.409,100.0,13.45
0.156,-0.0106,4.671,30.289,100.0,13.474
0.136,-0.0126,4.686,30.175,100.0,13.514
0.121,-0.0106,4.707,30.056,100.0,13.474
0.109,-0.0106,4.723,29.934,100.0,13.514
0.119,0.0031,4.742,29.729,100.0,13.616
-0.309,0.0013,4.78,29.641,100.0,13.644
0.172,-0.0071,4.8,29.562,95.0,13.69
0.199,-0.0081,4.816,29.489,95.0,13.722
0.207,-0.0028,4.824,29.412,95.0,13.744
0.138,-0.0069,4.831,29.35,95.0,13.746
0.136,-0.0109,4.833,29.306,95.0,13.752
0.153,-0.0064,4.836,29.284,95.0,13.746
0.172,-0.0058,4.845,29.28,95.0,13.744
0.197,-0.0072,4.851,29.296,95.0,13.73
0.23,-0.0018,4.862,29.331,95.0,13.734
-0.176,-0.0004,4.867,29.386,95.0,13.754
0.328,-0.0072,4.87,29.443,93.0,13.79
0.364,-0.0005,4.872,29.498,93.0,13.82
0.383,-0.008,4.872,29.551,93.0,13.838
0.351,-0.0029,4.878,29.603,93.0,13.872
0.353,-0.0027,4.88,29.664,93.0,13.904
0.366,-0.0047,4.886,29.718,93.0,13.912
0.362,-0.0044,4.888,29.76,93.0,13.91
0.366,-0.0119,4.893,29.791,93.0,13.91
0.371,-0.0063,4.901,29.801,93.0,13.91
-0.061,-0.0054,4.907,29.792,93.0,13.912
0.42,-0.0077,4.919,29.761,93.0,13.994
0.422,0.0015,4.932,29.723,93.0,14.064
0.399,-0.0017,4.944,29.688,93.0,14.076
0.334,-0.015,4.955,29.649,93.0,14.108
0.316,-0.0069,4.983,29.623,93.0,14.164
0.294,-0.006,4.991,29.595,93.0,14.108
0.268,-0.0041,5.004,29.556,93.0,13.974
0.262,-0.003,5.013,29.509,93.0,13.844
-0.15,-0.0009,5.026,29.468,93.0,13.738
0.271,-0.0081,5.035,29.433,93.0,13.676
0.274,-0.0033,5.048,29.395,93.0,13.616
0.229,-0.0014,5.061,29.351,93.0,13.446
0.186,-0.0114,5.07,29.306,93.0,13.268
0.181,-0.0088,5.076,29.252,93.0,13.164
0.158,0.0022,5.079,29.178,93.0,13.138
0.166,-0.0035,5.08,29.103,93.0,12.994
0.144,-0.0086,5.086,29.021,93.0,12.932
0.16,0.0061,5.09,28.938,93.0,12.936
-0.245,-0.0152,5.098,28.801,93.0,12.816
0.159,-0.0023,5.096,28.748,101.0,12.712
0.16,-0.0121,5.092,28.688,101.0,12.636
0.116,-0.0112,5.082,28.635,101.0,12.574
0.128,-0.0054,5.072,28.577,101.0,12.54
0.126,0.0216,5.062,28.518,101.0,12.484
0.134,-0.0292,5.053,28.465,101.0,12.418
0.143,-0.031,5.046,28.431,101.0,12.326
0.122,-0.0157,5.034,28.398,101.0,12.434
-0.245,-0.0089,5.025,28.372,101.0,12.372
0.15,-0.0312,5.016,28.351,101.0,12.316
0.112,0.0033,5.006,28.338,101.0,12.33
0.074,-0.0033,4.995,28.318,101.0,12.296
0.065,0.0086,4.984,28.309,101.0,12.214
0.058,-0.0114,4.969,28.296,101.0,12.152
0.042,-0.0059,4.958,28.284,101.0,12.142
0.035,0.0052,4.949,28.272,101.0,12.17
0.002,-0.0027,4.939,28.255,101.0,12.19
-0.372,0.0089,4.931,28.234,101.0,12.17
0.008,0.0102,4.917,28.215,101.0,12.148
0.027,-0.0016,4.909,28.197,101.0,12.116
0.013,0.0076,4.901,28.196,101.0,12.084
-0.024,0.014,4.898,28.206,101.0,12.03
-0.008,-0.0037,4.891,28.218,101.0,12.024
0.004,-0.0068,4.881,28.246,101.0,12.016
0.02,-0.0164,4.876,28.28,101.0,11.998
0.0,-0.013,4.862,28.329,101.0,12.014
-0.023,-0.0045,4.859,28.395,101.0,11.998
-0.329,-0.0118,4.85,28.476,101.0,11.91
0.034,-0.0151,4.846,28.571,101.0,11.8
0.019,0.0015,4.843,28.673,101.0,11.722
-0.024,0.0,4.835,28.769,101.0,11.674
-0.012,-0.0093,4.834,28.873,101.0,11.628
0.002,0.001,4.831,28.959,101.0,11.616
-0.006,-0.0089,4.826,29.045,101.0,11.638
-0.002,0.0099,4.826,29.1,101.0,11.674
0.021,0.0008,4.825,29.151,101.0,11.708
-0.368,-0.0069,4.826,29.195,101.0,11.742
0.121,-0.0067,4.829,29.225,101.0,11.776
0.16,0.0003,4.831,29.246,101.0,11.754
0.163,-0.0102,4.837,29.253,101.0,11.688
0.127,-0.016,4.842,29.261,101.0,11.61
0.133,-0.0166,4.854,29.263,101.0,11.578
0.1,-0.0096,4.866,29.249,101.0,11.594
0.073,-0.0049,4.883,29.23,73.0,11.616
0.072,0.0012,4.897,29.212,73.0,11.642
-0.317,-0.012,4.908,29.203,73.0,11.67
0.111,-0.0007,4.918,29.181,73.0,11.72
0.139,0.0096,4.928,29.148,73.0,11.744
0.143,-0.0006,4.94,29.099,73.0,11.732
0.068,-0.0155,4.952,29.049,73.0,11.59
0.06,-0.0122,4.964,29.004,73.0,11.582
0.035,-0.0026,4.971,28.948,73.0,11.562
0.015,-0.0186,4.983,28.88,73.0,11.578
-0.007,-0.0041,4.985,28.82,73.0,11.578
-0.404,-0.0014,4.991,28.759,73.0,11.544
-0.004,-0.0089,4.988,28.701,73.0,11.546
0.035,-0.0085,4.985,28.641,73.0,11.552
0.045,0.0023,4.984,28.579,73.0,11.552
-0.008,-0.0079,4.987,28.519,73.0,11.61
-0.017,-0.013,4.988,28.466,73.0,11.628
-0.024,-0.0039,4.993,28.406,73.0,11.576
-0.027,-0.0036,4.997,28.354,73.0,11.568
-0.045,-0.0009,4.993,28.294,73.0,11.598
-0.05,-0.0016,4.994,28.231,73.0,11.582
-0.422,-0.0052,4.989,28.173,73.0,11.56
0.009,-0.0008,4.986,28.126,73.0,11.552
-0.002,-0.0037,4.982,28.083,73.0,11.54
-0.027,-0.0088,4.982,28.056,73.0,11.512
-0.054,0.0033,4.976,28.031,73.0,11.51
-0.048,-0.0079,4.972,27.997,73.0,11.556
-0.053,-0.0146,4.967,27.935,73.0,11.606
-0.065,-0.0056,4.952,27.85,73.0,11.63
-0.057,-0.0085,4.943,27.784,73.0,11.672
-0.427,-0.0031,4.929,27.7,73.0,11.694
-0.007,0.0004,4.917,27.601,73.0,11.67
0.006,0.003,4.907,27.557,73.0,11.632
0.004,0.0003,4.898,27.589,73.0,11.596
-0.032,-0.0079,4.886,27.684,73.0,11.516
-0.016,-0.0053,4.873,27.746,73.0,11.49
-0.022,-0.006,4.861,27.73,73.0,11.512
-0.028,-0.0059,4.851,27.683,73.0,11.44
-0.022,-0.0013,4.84,27.634,73.0,11.364
0.001,-0.0135,4.835,27.597,73.0,11.39
-0.362,-0.0016,4.826,27.566,73.0,11.486
0.035,-0.0079,4.821,27.508,73.0,11.578
0.035,-0.0007,4.809,27.451,73.0,11.664
0.006,-0.0065,4.793,27.391,73.0,11.664
-0.012,-0.0121,4.779,27.345,73.0,11.632
0.005,-0.0132,4.768,27.309,73.0,11.616
-0.01,-0.0035,4.758,27.272,73.0,11.56
-0.015,-0.0008,4.748,27.228,73.0,11.516
-0.017,-0.011,4.737,27.188,73.0,11.51
-0.401,-0.0008,4.719,27.163,73.0,11.488
0.031,-0.0033,4.708,27.117,73.0,11.44
0.059,-0.001,4.691,27.078,73.0,11.44
0.066,-0.0065,4.68,27.043,73.0,11.474
0.004,-0.0041,4.666,27.013,73.0,11.512
0.01,-0.0102,4.659,26.992,99.0,11.528
0.018,-0.0066,4.649,26.972,99.0,11.494
0.021,0.0022,4.637,26.938,99.0,11.478
0.023,-0.0138,4.628,26.895,99.0,11.496
0.052,-0.0036,4.62,26.859,99.0,11.544
-0.394,-0.0037,4.607,26.828,99.0,11.578
0.11,-0.0012,4.592,26.792,99.0,11.594
0.134,-0.0021,4.58,26.76,99.0,11.6
0.116,0.0036,4.574,26.739,99.0,11.566
0.074,-0.0094,4.568,26.719,99.0,11.524
0.082,-0.0184,4.561,26.705,99.0,11.512
0.072,-0.0025,4.55,26.699,99.0,11.554
0.066,-0.0009,4.544,26.709,99.0,11.564
0.055,-0.0018,4.533,26.731,99.0,11.572
-0.361,-0.0062,4.521,26.771,99.0,11.544
0.089,-0.0044,4.513,26.84,99.0,11.496
0.134,-0.0014,4.507,26.946,99.0,11.446
0.151,0.0037,4.502,27.074,99.0,11.432
0.108,-0.021,4.497,27.227,99.0,11.466
0.097,-0.007,4.487,27.391,99.0,11.512
0.101,-0.0128,4.479,27.554,99.0,11.56
0.086,-0.0082,4.469,27.714,99.0,11.542
0.083,-0.0088,4.461,27.862,99.0,11.498
0.088,-0.011,4.461,28.007,99.0,11.512
-0.286,0.0006,4.458,28.132,99.0,11.554
0.135,-0.005,4.457,28.249,94.0,11.568
0.152,-0.0088,4.457,28.342,94.0,11.56
0.146,0.0017,4.455,28.425,94.0,11.534
0.079,0.0005,4.458,28.502,94.0,11.33
0.072,-0.0057,4.464,28.562,94.0,11.334
0.062,0.0115,4.476,28.61,94.0,11.374
0.051,-0.0032,4.484,28.649,94.0,11.422
0.046,-0.0054,4.491,28.67,94.0,11.478
0.039,-0.0047,4.497,28.679,94.0,11.5
-0.319,-0.0057,4.503,28.68,94.0,11.508
0.071,-0.0001,4.514,28.66,93.0,11.484
0.083,-0.0037,4.53,28.635,93.0,11.462
0.074,-0.0055,4.54,28.634,93.0,11.43
0.016,-0.0086,4.55,28.622,93.0,11.424
0.024,-0.0148,4.564,28.606,93.0,11.446
0.007,-0.0156,4.583,28.573,93.0,11.508
-0.01,-0.0063,4.6,28.527,93.0,11.588
-0.027,0.0033,4.614,28.485,93.0,11.508
-0.004,-0.005,4.627,28.447,93.0,11.588
-0.382,-0.0085,4.632,28.4,93.0,11.722
0.021,-0.0056,4.64,28.354,93.0,11.774
0.032,-0.001,4.651,28.296,93.0,11.804
0.012,-0.0025,4.66,28.235,93.0,11.84
-0.029,-0.0057,4.666,28.174,93.0,11.862
-0.017,-0.0061,4.673,28.112,137.0,11.84
-0.027,0.0034,4.681,28.047,137.0,11.806
-0.03,-0.0003,4.688,27.981,137.0,11.756
-0.045,-0.0007,4.694,27.916,137.0,11.72
-0.362,-0.0016,4.702,27.781,137.0,11.676
-0.362,-0.0016,4.702,27.781,137.0,11.638
0.037,0.001,4.708,27.59,137.0,11.608
0.002,-0.0091,4.708,27.532,137.0,11.638
0.006,-0.0076,4.711,27.48,94.0,11.642
0.003,-0.0064,4.711,27.416,94.0,11.638
0.016,-0.0033,4.711,27.36,94.0,11.642
0.0,-0.0082,4.711,27.309,94.0,11.584
-0.275,-0.0066,4.712,27.26,94.0,11.562
-0.058,-0.0001,4.709,27.206,96.0,11.532
0.071,-0.0072,4.702,27.157,96.0,11.518
0.075,-0.0082,4.697,27.115,96.0,11.49
0.028,-0.0066,4.697,27.081,96.0,11.446
0.014,-0.0026,4.692,27.053,96.0,11.412
0.01,-0.0091,4.681,27.032,96.0,11.394
-0.002,-0.0071,4.677,27.016,96.0,11.388
-0.006,-0.0044,4.671,27.008,96.0,11.362
-0.008,-0.0032,4.66,27.006,96.0,11.268
-0.366,-0.0014,4.651,27.008,96.0,11.236
0.052,-0.006,4.651,27.01,96.0,11.32
0.075,-0.0004,4.64,27.009,96.0,11.358
0.069,-0.0014,4.631,27.003,96.0,11.39
0.012,-0.013,4.638,27.004,96.0,11.396
0.032,-0.0053,4.643,27.007,96.0,11.342
0.019,-0.0037,4.625,26.996,96.0,11.328
0.008,0.0008,4.615,26.982,96.0,11.298
0.009,-0.0064,4.62,26.969,96.0,11.262
0.018,-0.0071,4.617,26.959,96.0,11.264
-0.39,-0.0045,4.611,26.955,96.0,11.286
0.056,-0.0127,4.616,26.947,132.0,11.302
0.086,-0.0062,4.616,26.927,132.0,11.3
0.095,-0.0035,4.612,26.91,132.0,11.254
0.025,-0.006,4.612,26.912,132.0,11.13
0.03,-0.01,4.612,26.904,132.0,11.092
0.045,-0.0034,4.611,26.885,132.0,11.168
0.046,-0.003,4.606,26.865,132.0,11.272
0.012,-0.0055,4.606,26.855,132.0,11.312
0.016,-0.0067,4.609,26.841,132.0,11.332
-0.357,0.0036,4.607,26.84,132.0,11.268
0.077,-0.004,4.605,26.854,132.0,11.186
0.099,-0.0039,4.612,26.849,132.0,11.076
0.099,-0.0007,4.611,26.834,132.0,10.998
0.053,-0.0091,4.601,26.823,132.0,10.958
0.052,-0.0124,4.597,26.814,132.0,10.98
0.05,-0.0079,4.592,26.807,132.0,11.024
0.033,-0.0018,4.592,26.791,132.0,11.068
0.022,-0.0099,4.584,26.773,132.0,11.11
0.007,-0.0067,4.578,26.755,132.0,11.142
-0.233,-0.0053,4.578,26.731,93.0,11.178
-0.084,-0.007,4.568,26.702,93.0,11.242
0.055,-0.0047,4.56,26.671,93.0,11.31
0.061,-0.003,4.559,26.64,93.0,11.356
0.01,0.002,4.549,26.609,93.0,11.374
0.008,-0.0124,4.54,26.587,89.0,11.368
-0.002,-0.0105,4.534,26.564,89.0,11.39
-0.008,-0.0064,4.534,26.545,89.0,11.446
-0.008,-0.0028,4.53,26.521,89.0,11.468
-0.018,-0.0035,4.516,26.489,89.0,11.462
-0.393,-0.0074,4.512,26.463,89.0,11.412
0.005,-0.0033,4.507,26.435,89.0,11.364
0.051,-0.0059,4.497,26.407,89.0,11.302
0.056,-0.0042,4.495,26.389,89.0,11.25
0.003,-0.0097,4.484,26.373,89.0,11.242
0.004,-0.0204,4.475,26.357,89.0,11.286
0.006,-0.0023,4.48,26.343,89.0,11.372
-0.003,-0.0043,4.466,26.326,89.0,11.44
0.0,-0.0062,4.458,26.307,89.0,11.502
-0.002,-0.0071,4.454,26.292,89.0,11.524
-0.177,-0.0041,4.442,26.269,89.0,11.518
-0.221,-0.0077,4.444,26.257,89.0,11.524
0.067,-0.0019,4.441,26.244,89.0,11.524
0.081,0.004,4.43,26.22,89.0,11.494
0.042,-0.008,4.43,26.208,89.0,11.444
0.039,-0.0033,4.427,26.199,89.0,11.386
0.039,-0.0077,4.422,26.187,89.0,11.318
0.038,0.0033,4.416,26.165,89.0,11.292
0.032,-0.0026,4.404,26.144,89.0,11.334
0.023,-0.0094,4.403,26.124,89.0,11.39
0.039,-0.0022,4.395,26.105,89.0,11.398
-0.356,-0.0012,4.389,26.092,89.0,11.372
0.085,-0.0069,4.391,26.073,90.0,11.336
0.088,-0.0111,4.379,26.052,90.0,11.318
0.071,-0.0007,4.377,26.041,90.0,11.256
0.033,-0.0095,4.376,26.03,90.0,11.156
0.036,-0.0112,4.36,26.011,90.0,11.102
0.038,0.0,4.357,26.005,90.0,11.17
0.029,-0.0169,4.363,26.01,90.0,11.276
0.03,-0.0032,4.354,26.001,90.0,11.394
0.006,-0.0064,4.341,25.986,90.0,11.516
-0.062,0.0019,4.336,25.971,72.0,11.552
-0.278,-0.0082,4.335,25.957,72.0,11.588
0.053,-0.0074,4.347,25.949,72.0,11.586
0.052,-0.0008,4.344,25.938,72.0,11.59
0.008,0.0017,4.317,25.924,72.0,11.608
0.012,-0.0119,4.309,25.918,72.0,11.634
0.018,-0.0084,4.313,25.917,81.0,11.632
0.015,-0.0046,4.309,25.913,81.0,11.61
0.021,-0.0053,4.308,25.904,81.0,11.574
0.009,-0.0047,4.303,25.899,81.0,11.524
0.019,-0.0029,4.303,25.893,81.0,11.484
-0.371,-0.0024,4.302,25.889,81.0,11.476
0.062,-0.001,4.288,25.878,81.0,11.476
0.05,-0.0035,4.278,25.858,81.0,11.49
0.039,-0.0043,4.273,25.842,81.0,11.556
0.004,-0.0126,4.273,25.836,81.0,11.586
0.026,-0.0132,4.272,25.822,81.0,11.556
0.037,0.0009,4.264,25.803,81.0,11.586
0.06,-0.0044,4.262,25.788,81.0,11.706
0.05,0.0,4.26,25.783,81.0,11.764
0.017,-0.0161,4.252,25.781,81.0,11.816
-0.377,-0.0011,4.247,25.77,81.0,11.84
0.057,-0.0152,4.238,25.769,90.0,11.844
0.079,-0.0012,4.23,25.765,90.0,11.838
0.085,0.0017,4.225,25.76,90.0,11.85
0.039,-0.008,4.221,25.759,90.0,11.836
0.044,-0.0119,4.212,25.756,90.0,11.83
0.04,-0.0045,4.209,25.743,90.0,11.83
0.037,-0.004,4.203,25.731,90.0,11.818
0.032,-0.0097,4.197,25.723,90.0,11.792
0.023,-0.0037,4.195,25.714,90.0,11.704
-0.317,-0.0015,4.192,25.704,90.0,11.682
-0.001,-0.0034,4.19,25.693,91.0,11.704
0.083,-0.0092,4.185,25.687,91.0,11.682
0.082,-0.0066,4.185,25.678,91.0,11.628
0.035,-0.0083,4.187,25.677,91.0,11.618
0.033,-0.0028,4.178,25.668,91.0,11.61
0.048,-0.0046,4.174,25.654,91.0,11.604
0.039,-0.0029,4.175,25.648,91.0,11.586
0.045,-0.0142,4.179,25.642,91.0,11.574
0.029,-0.0001,4.172,25.629,91.0,11.56
-0.024,0.0054,4.167,25.616,91.0,11.55
-0.286,-0.0137,4.169,25.604,91.0,11.534
0.091,0.0007,4.16,25.596,90.0,11.508
0.085,0.0001,4.152,25.585,90.0,11.476
0.04,-0.005,4.154,25.578,90.0,11.446
0.038,-0.0152,4.15,25.575,90.0,11.424
0.028,-0.0077,4.142,25.563,90.0,11.416
0.032,-0.0056,4.146,25.549,90.0,11.418
0.024,-0.0063,4.143,25.546,90.0,11.416
0.003,-0.0047,4.137,25.539,90.0,11.41
0.048,-0.0003,4.145,25.524,90.0,11.406
-0.395,-0.0093,4.139,25.52,90.0,11.402
0.047,-0.0012,4.128,25.511,90.0,11.408
0.062,-0.0043,4.127,25.499,90.0,11.422
0.018,-0.0007,4.125,25.492,90.0,11.442
0.006,-0.0059,4.122,25.484,90.0,11.468
0.021,-0.0079,4.115,25.471,90.0,11.502
0.021,-0.0048,4.115,25.457,90.0,11.522
0.013,-0.0011,4.11,25.433,90.0,11.53
0.018,-0.007,4.108,25.423,90.0,11.54
-0.385,-0.0021,4.102,25.411,90.0,11.542
0.067,-0.0096,4.1,25.396,90.0,11.56
0.079,0.0031,4.098,25.383,90.0,11.572
0.011,-0.0149,4.087,25.366,90.0,11.574
0.011,-0.0149,4.087,25.366,90.0,11.578
0.034,-0.0059,4.078,25.332,90.0,11.598
0.007,-0.0031,4.08,25.324,90.0,11.622
0.009,0.0027,4.077,25.315,90.0,11.66
-0.38,-0.0037,4.073,25.305,90.0,11.704
0.053,-0.0151,4.068,25.296,90.0,11.742
0.059,0.0004,4.065,25.288,90.0,11.778
0.057,-0.0003,4.062,25.278,90.0,11.81
0.011,-0.0081,4.058,25.268,90.0,11.848
0.027,-0.0036,4.056,25.259,90.0,11.9
0.012,0.0002,4.048,25.25,90.0,12.002
0.014,-0.009,4.048,25.239,161.0,12.138
0.021,-0.0066,4.051,25.231,161.0,12.292
-0.003,-0.0058,4.042,25.222,161.0,12.446
-0.125,0.0039,4.042,25.214,161.0,12.604
-0.234,-0.0089,4.037,25.209,161.0,12.762
0.047,0.0,4.031,25.203,161.0,12.892
0.052,-0.0032,4.033,25.198,161.0,12.986
0.0,-0.0007,4.027,25.191,161.0,13.032
0.016,-0.0075,4.03,25.186,161.0,13.038
0.026,0.0007,4.026,25.177,161.0,13.024
0.013,-0.0065,4.023,25.168,161.0,12.992
0.007,-0.0021,4.018,25.161,161.0,12.956
0.0,-0.0073,4.016,25.154,161.0,12.928
0.006,0.0005,4.011,25.147,161.0,12.906
-0.407,-0.0048,4.006,25.141,161.0,12.902
0.063,-0.0069,4.003,25.131,161.0,12.9
0.069,-0.0076,3.999,25.125,161.0,12.9
0.057,-0.0043,3.996,25.115,161.0,12.902
0.013,-0.0113,3.991,25.109,161.0,12.892
0.033,-0.0174,3.987,25.099,161.0,12.878
0.024,-0.0022,3.981,25.092,161.0,12.842
0.029,-0.0062,3.979,25.086,161.0,12.792
0.011,-0.0015,3.978,25.081,161.0,12.748
-0.184,0.0018,3.971,25.079,161.0,12.702
-0.149,-0.017,3.97,25.074,161.0,12.654
0.079,0.0019,3.968,25.075,161.0,12.614
0.092,-0.0013,3.965,25.079,161.0,12.584
0.046,-0.0106,3.958,25.095,161.0,12.566
0.041,-0.0045,3.955,25.109,161.0,12.546
0.032,-0.0077,3.951,25.124,161.0,12.548
0.02,-0.0067,3.95,25.136,161.0,12.566
0.01,0.0008,3.948,25.146,161.0,12.6
0.011,-0.004,3.945,25.157,310.0,12.632
-0.376,-0.0003,3.944,25.168,310.0,12.662
0.046,0.0058,3.941,25.173,310.0,12.69
0.049,-0.0082,3.938,25.181,310.0,12.716
0.039,-0.0015,3.938,25.186,310.0,12.722
-0.007,-0.0163,3.935,25.194,310.0,12.696
0.013,-0.0044,3.927,25.201,310.0,12.656
0.012,-0.011,3.925,25.202,310.0,12.616
0.015,-0.0073,3.925,25.206,310.0,12.588
0.03,-0.0096,3.921,25.208,310.0,12.556
0.082,0.0067,3.92,25.21,310.0,12.534
0.156,-0.002,3.919,25.21,310.0,12.516
-0.268,-0.0086,3.916,25.21,310.0,12.508
0.239,-0.0119,3.915,25.203,310.0,12.5
0.27,-0.0054,3.912,25.196,310.0,12.484
0.27,-0.0084,3.908,25.193,310.0,12.472
0.335,-0.0058,3.912,25.188,310.0,12.46
0.394,-0.0025,3.915,25.183,310.0,12.444
0.462,-0.0026,3.914,25.181,310.0,12.436
0.563,-0.0057,3.915,25.183,310.0,12.426
0.647,-0.0035,3.918,25.196,310.0,12.416
0.674,0.0048,3.915,25.263,310.0,12.4
0.838,-0.0064,3.913,25.315,310.0,12.358
0.848,-0.0111,3.91,25.381,310.0,12.306
0.787,0.0015,3.906,25.457,310.0,12.256
0.736,-0.0105,3.905,25.542,310.0,12.22
0.699,-0.0026,3.903,25.632,310.0,12.174
0.658,-0.0033,3.903,25.721,310.0,12.124
0.61,-0.0014,3.901,25.816,310.0,12.084
0.548,-0.0032,3.901,26.015,310.0,12.06
0.055,0.0053,3.901,26.116,310.0,12.058
0.404,-0.003,3.906,26.211,354.0,12.058
0.371,-0.0034,3.909,26.307,354.0,12.058
0.317,-0.0014,3.914,26.405,354.0,12.074
0.208,-0.0112,3.916,26.512,354.0,12.086
0.146,-0.011,3.93,26.739,354.0,12.082
0.146,-0.011,3.93,26.739,354.0,12.06
0.092,-0.0085,3.941,26.997,354.0,12.032
0.0,-0.0087,3.949,27.134,354.0,12.002
-0.031,0.0014,3.957,27.275,354.0,11.964
-0.4,-0.0067,3.967,27.413,354.0,11.928
-0.029,-0.002,3.977,27.544,354.0,11.898
