ECG,EMG,foot GSR,HR,marker,RESP
0.162,0.616375,12.223,107.0,10.83,37.67
-0.069,0.61375,12.213,107.0,10.83,37.96
0.05,0.6215,12.2,107.0,10.83,38.24
0.223,0.61375,12.19,107.0,10.83,38.49
-0.039,0.5905,12.178,107.0,10.83,38.73
-0.093,0.603375,12.168,109.0,10.83,38.94
-0.004,0.637125,12.158,109.0,10.83,39.18
-0.07,0.606,12.148,109.0,10.83,39.4
0.13,0.608625,12.14,109.0,10.83,39.56
-0.097,0.652625,12.131,109.0,10.83,39.77
-0.048,0.663,12.123,109.0,10.83,40.01
0.146,0.660375,12.115,109.0,10.83,40.19
0.133,0.68625,12.107,109.0,10.83,40.36
-0.099,0.6475,12.1,107.0,10.83,40.54
-0.092,0.608625,12.093,107.0,10.83,40.7
0.009,0.67075,12.085,107.0,10.83,40.81
-0.112,0.616375,12.078,107.0,10.83,40.88
0.204,0.603375,12.07,107.0,10.83,40.93
-0.161,0.5905,12.063,107.0,10.83,40.94
-0.026,0.606,12.055,107.0,10.83,40.81
0.197,0.6475,12.049,107.0,10.83,40.57
0.074,0.644875,12.04,107.0,10.83,40.29
-0.107,0.65,12.034,106.0,10.83,40.0
-0.095,0.6475,12.026,106.0,10.83,39.66
-0.065,0.665625,12.019,106.0,10.82,39.28
-0.026,0.606,12.011,106.0,10.82,38.98
-0.148,0.6785,12.004,106.0,10.82,38.62
0.151,0.61375,11.998,106.0,10.82,38.35
-0.082,0.639625,11.992,106.0,10.82,38.06
0.035,0.631875,11.986,106.0,10.82,37.78
0.252,0.61375,11.979,106.0,10.82,37.57
-0.018,0.619,11.975,106.0,10.82,37.42
-0.093,0.562,11.971,96.0,10.82,37.25
-0.069,0.603375,11.97,96.0,10.82,37.05
-0.074,0.593,11.967,96.0,10.82,36.77
-0.037,0.629375,11.968,96.0,10.82,36.48
-0.059,0.6475,11.97,96.0,10.82,36.23
-0.022,0.65775,11.973,96.0,10.82,36.07
0.066,0.660375,11.978,96.0,10.82,35.9
-0.045,0.652625,11.983,96.0,10.82,35.75
0.118,0.688875,11.989,96.0,10.82,35.64
0.015,0.675875,11.997,96.0,10.82,35.51
-0.071,0.663,12.004,87.0,10.82,35.39
-0.072,0.65775,12.011,87.0,10.82,35.28
-0.055,0.644875,12.021,87.0,10.82,35.15
-0.07,0.652625,12.028,87.0,10.82,34.95
-0.067,0.637125,12.043,87.0,10.82,34.64
-0.017,0.5905,12.045,87.0,10.82,34.63
-0.115,0.5905,12.051,87.0,10.82,34.53
0.175,0.58275,12.058,87.0,10.82,34.43
-0.055,0.595625,12.063,87.0,10.82,34.3
0.059,0.580125,12.068,87.0,10.82,34.19
0.271,0.6345,12.072,87.0,10.82,34.08
-0.004,0.644875,12.074,87.0,10.82,34.0
-0.08,0.65775,12.077,81.0,10.82,33.95
-0.06,0.6475,12.078,81.0,10.82,33.88
-0.065,0.701875,12.078,81.0,10.82,33.79
-0.077,0.624125,12.078,81.0,10.82,33.65
-0.029,0.639625,12.077,81.0,10.82,33.6
-0.072,0.65775,12.077,81.0,10.82,33.6
0.189,0.6785,12.074,81.0,10.82,33.6
-0.13,0.637125,12.072,81.0,10.82,33.58
-0.02,0.665625,12.068,81.0,10.82,33.57
0.178,0.606,12.064,81.0,10.82,33.56
0.167,0.606,12.06,81.0,10.82,33.58
-0.08,0.595625,12.055,80.0,10.83,33.62
-0.079,0.624125,12.05,80.0,10.82,33.62
-0.067,0.65775,12.045,80.0,10.82,33.65
-0.083,0.61375,12.04,80.0,10.83,33.58
-0.077,0.644875,12.033,80.0,10.82,33.52
-0.026,0.64225,12.028,80.0,10.82,33.52
-0.125,0.709625,12.021,80.0,10.82,33.53
0.147,0.637125,12.015,80.0,10.82,33.53
-0.069,0.660375,12.008,80.0,10.82,33.55
0.044,0.62675,12.001,80.0,10.82,33.55
0.265,0.64225,11.994,80.0,10.82,33.55
-0.002,0.663,11.986,80.0,10.83,33.55
-0.086,0.593,11.979,80.0,10.82,33.56
-0.066,0.5775,11.971,80.0,10.82,33.56
-0.072,0.61125,11.964,80.0,10.82,33.55
-0.081,0.629375,11.956,80.0,10.82,33.49
-0.022,0.608625,11.948,80.0,10.82,33.49
-0.09,0.61375,11.939,80.0,10.82,33.55
0.163,0.652625,11.932,80.0,10.82,33.61
-0.116,0.660375,11.922,80.0,10.82,33.69
-0.009,0.6215,11.915,80.0,10.82,33.79
0.209,0.637125,11.905,80.0,10.82,33.9
0.117,0.663,11.895,80.0,10.82,34.03
-0.09,0.68375,11.885,82.0,10.82,34.21
-0.082,0.6345,11.875,82.0,10.82,34.38
-0.075,0.6475,11.867,82.0,10.82,34.54
-0.068,0.629375,11.857,82.0,10.82,34.68
-0.048,0.587875,11.85,82.0,10.82,34.83
-0.107,0.567125,11.84,82.0,10.82,35.06
0.1,0.572375,11.832,82.0,10.82,35.3
-0.061,0.580125,11.823,82.0,10.82,35.5
0.08,0.6215,11.814,82.0,10.82,35.7
0.243,0.603375,11.805,88.0,10.82,35.9
-0.056,0.65,11.798,88.0,10.82,36.1
-0.098,0.619,11.788,88.0,10.82,36.31
-0.079,0.660375,11.78,88.0,10.82,36.49
-0.062,0.644875,11.772,88.0,10.82,36.63
-0.064,0.6785,11.763,88.0,10.82,36.73
-0.086,0.673375,11.755,88.0,10.82,36.91
0.073,0.65525,11.747,88.0,10.82,37.15
-0.071,0.65525,11.738,88.0,10.82,37.37
0.086,0.6475,11.731,88.0,10.82,37.54
0.226,0.6345,11.722,93.0,10.82,37.74
-0.085,0.595625,11.715,93.0,10.82,37.93
-0.12,0.5905,11.707,93.0,10.82,38.15
-0.099,0.56975,11.7,93.0,10.82,38.33
-0.044,0.5775,11.691,93.0,10.82,38.45
-0.132,0.564625,11.685,93.0,10.82,38.56
0.164,0.5905,11.677,93.0,10.82,38.75
-0.185,0.62675,11.67,93.0,10.82,38.97
-0.044,0.61375,11.662,93.0,10.82,39.12
0.198,0.652625,11.655,96.0,10.82,39.27
0.093,0.65,11.649,96.0,10.82,39.46
-0.118,0.624125,11.641,96.0,10.82,39.66
-0.116,0.608625,11.635,96.0,10.82,39.86
-0.094,0.629375,11.629,96.0,10.82,39.99
-0.044,0.6345,11.621,96.0,10.82,40.08
-0.159,0.6345,11.616,96.0,10.82,40.19
0.142,0.631875,11.604,96.0,10.82,40.45
-0.095,0.59825,11.604,96.0,10.82,40.46
0.018,0.59825,11.598,96.0,10.82,40.55
0.274,0.61375,11.593,96.0,10.82,40.64
-0.01,0.624125,11.585,96.0,10.82,40.69
-0.117,0.619,11.58,95.0,10.82,40.58
-0.097,0.624125,11.575,95.0,10.82,40.37
-0.087,0.6215,11.57,95.0,10.82,40.13
-0.029,0.67075,11.566,95.0,10.82,39.88
-0.116,0.624125,11.561,95.0,10.82,39.71
0.182,0.65525,11.554,95.0,10.82,39.55
-0.127,0.6345,11.55,95.0,10.82,39.38
-0.016,0.61125,11.546,95.0,10.82,39.12
0.237,0.5905,11.541,95.0,10.82,38.91
0.098,0.616375,11.536,95.0,10.82,38.68
-0.103,0.61125,11.531,91.0,10.82,38.43
-0.095,0.572375,11.526,91.0,10.82,38.18
-0.095,0.59825,11.523,91.0,10.82,37.91
-0.1,0.608625,11.518,91.0,10.82,37.63
-0.055,0.603375,11.516,91.0,10.82,37.35
-0.089,0.644875,11.512,91.0,10.82,37.15
0.174,0.665625,11.51,91.0,10.82,36.92
-0.126,0.665625,11.507,91.0,10.82,36.28
-0.041,0.65525,11.506,91.0,10.82,36.25
0.162,0.668125,11.505,91.0,10.82,36.09
0.199,0.652625,11.506,91.0,10.82,35.91
-0.081,0.6785,11.507,82.0,10.82,35.79
-0.086,0.608625,11.507,82.0,10.82,35.61
-0.066,0.65525,11.51,82.0,10.82,35.43
-0.076,0.603375,11.511,82.0,10.82,35.22
-0.085,0.637125,11.515,82.0,10.82,35.02
-0.041,0.660375,11.517,82.0,10.82,34.9
-0.062,0.5335,11.521,82.0,10.82,34.8
0.117,0.580125,11.523,82.0,10.82,34.7
-0.029,0.6215,11.526,82.0,10.82,34.6
-0.03,0.6215,11.528,82.0,10.82,34.52
0.154,0.624125,11.53,82.0,10.82,34.45
0.256,0.6915,11.532,82.0,10.82,34.42
-0.05,0.6785,11.533,82.0,10.82,34.43
-0.068,0.688875,11.535,76.0,10.82,34.4
-0.051,0.6475,11.535,76.0,10.82,34.33
-0.061,0.67075,11.535,76.0,10.81,34.19
-0.067,0.668125,11.536,76.0,10.82,34.06
-0.055,0.6475,11.535,76.0,10.81,33.96
-0.006,0.64225,11.535,76.0,10.81,33.86
-0.102,0.62675,11.535,76.0,10.82,33.77
0.196,0.637125,11.532,76.0,10.82,33.72
-0.043,0.567125,11.531,76.0,10.81,33.67
0.066,0.6215,11.53,76.0,10.81,33.64
0.31,0.62675,11.527,76.0,10.82,33.62
0.031,0.624125,11.526,76.0,10.81,33.61
-0.069,0.639625,11.523,75.0,10.82,33.59
-0.053,0.606,11.52,75.0,10.81,33.56
-0.05,0.606,11.517,75.0,10.81,33.55
-0.064,0.681125,11.515,75.0,10.81,33.46
-0.063,0.652625,11.511,75.0,10.82,33.42
0.0,0.668125,11.508,75.0,10.81,33.42
-0.097,0.68375,11.505,75.0,10.81,33.43
0.171,0.637125,11.502,75.0,10.82,33.43
-0.051,0.65,11.498,75.0,10.82,33.43
0.039,0.665625,11.496,75.0,10.82,33.44
0.293,0.65,11.491,75.0,10.81,33.44
0.076,0.65775,11.488,75.0,10.82,33.44
-0.072,0.58525,11.483,76.0,10.82,33.45
-0.058,0.5905,11.479,76.0,10.82,33.46
-0.05,0.668125,11.476,76.0,10.82,33.49
-0.062,0.6475,11.471,76.0,10.82,33.46
-0.055,0.629375,11.468,76.0,10.82,33.44
-0.002,0.668125,11.464,76.0,10.82,33.46
-0.101,0.665625,11.46,76.0,10.82,33.45
0.175,0.68625,11.456,76.0,10.82,33.46
-0.048,0.65775,11.451,76.0,10.81,33.46
0.054,0.6215,11.446,76.0,10.82,33.45
0.302,0.603375,11.441,76.0,10.81,33.44
0.036,0.6475,11.439,76.0,10.81,33.45
-0.079,0.64225,11.434,78.0,10.82,33.45
-0.067,0.58275,11.429,78.0,10.82,33.47
-0.072,0.59825,11.424,78.0,10.82,33.48
-0.084,0.595625,11.42,78.0,10.82,33.42
-0.059,0.629375,11.416,78.0,10.81,33.39
-0.057,0.6215,11.411,78.0,10.82,33.39
-0.042,0.65,11.406,78.0,10.81,33.39
0.057,0.652625,11.401,78.0,10.82,33.4
-0.061,0.65775,11.396,78.0,10.82,33.42
0.093,0.675875,11.394,78.0,10.82,33.43
0.264,0.688875,11.389,78.0,10.81,33.43
-0.055,0.725125,11.384,78.0,10.82,33.44
-0.096,0.64225,11.379,79.0,10.82,33.44
-0.078,0.644875,11.377,79.0,10.82,33.47
-0.086,0.637125,11.372,79.0,10.82,33.59
-0.088,0.624125,11.367,79.0,10.82,33.62
-0.027,0.6215,11.362,79.0,10.82,33.64
-0.126,0.644875,11.358,79.0,10.82,33.71
0.129,0.58525,11.354,79.0,10.82,33.75
-0.079,0.55675,11.351,79.0,10.82,33.85
0.015,0.595625,11.347,79.0,10.82,33.97
0.265,0.595625,11.342,79.0,10.82,34.13
0.047,0.616375,11.339,79.0,10.82,34.31
-0.096,0.6345,11.336,81.0,10.82,34.52
-0.082,0.6475,11.333,81.0,10.82,34.72
-0.079,0.65525,11.329,81.0,10.82,34.9
-0.043,0.6785,11.327,81.0,10.82,35.09
-0.086,0.637125,11.324,81.0,10.82,35.28
0.162,0.660375,11.321,81.0,10.82,35.52
-0.147,0.65775,11.319,81.0,10.82,35.83
-0.036,0.64225,11.317,81.0,10.82,36.16
0.165,0.6475,11.314,81.0,10.82,36.38
0.198,0.629375,11.313,81.0,10.82,36.57
-0.083,0.59825,11.311,89.0,10.82,36.76
-0.094,0.61125,11.308,89.0,10.82,37.0
-0.082,0.58525,11.306,89.0,10.82,37.18
-0.036,0.6345,11.304,89.0,10.82,37.35
-0.104,0.639625,11.301,89.0,10.82,37.53
0.187,0.61375,11.3,89.0,10.82,37.84
-0.171,0.644875,11.297,89.0,10.82,38.23
-0.03,0.637125,11.295,89.0,10.82,38.5
0.198,0.688875,11.292,89.0,10.82,38.74
0.159,0.61125,11.29,89.0,10.82,38.97
-0.099,0.616375,11.287,94.0,10.82,39.19
-0.1,0.6215,11.285,94.0,10.82,39.36
-0.082,0.593,11.282,94.0,10.82,39.45
-0.027,0.61375,11.28,94.0,10.82,39.44
-0.137,0.608625,11.277,94.0,10.82,39.51
0.143,0.608625,11.275,94.0,10.82,39.69
-0.106,0.56975,11.272,94.0,10.82,39.87
0.0,0.616375,11.27,94.0,10.82,40.01
0.27,0.637125,11.267,94.0,10.82,40.15
0.056,0.65,11.265,94.0,10.82,40.26
-0.11,0.6475,11.262,95.0,10.82,40.3
-0.098,0.637125,11.26,95.0,10.82,40.34
-0.073,0.6915,11.257,95.0,10.82,40.27
-0.025,0.6215,11.256,95.0,10.82,40.13
-0.139,0.668125,11.254,95.0,10.82,40.0
0.156,0.65525,11.251,95.0,10.82,39.88
-0.082,0.67075,11.251,95.0,10.82,39.71
0.024,0.603375,11.249,95.0,10.82,39.52
0.299,0.603375,11.249,95.0,10.82,39.34
0.026,0.600875,11.249,95.0,10.82,39.14
-0.098,0.562,11.249,93.0,10.82,38.95
-0.084,0.572375,11.251,93.0,10.82,38.75
-0.072,0.603375,11.252,93.0,10.82,38.5
-0.032,0.637125,11.255,93.0,10.82,38.2
-0.072,0.65,11.257,93.0,10.82,37.94
0.121,0.61375,11.26,93.0,10.82,37.66
-0.06,0.637125,11.265,93.0,10.82,37.4
-0.037,0.631875,11.269,93.0,10.82,37.05
0.158,0.6785,11.272,93.0,10.82,36.72
0.251,0.69925,11.277,93.0,10.82,36.4
-0.062,0.61375,11.28,93.0,10.82,36.09
-0.08,0.660375,11.285,88.0,10.82,35.84
-0.06,0.65525,11.289,88.0,10.82,35.66
-0.065,0.675875,11.292,88.0,10.82,35.48
-0.054,0.681125,11.295,88.0,10.82,35.26
-0.005,0.616375,11.299,88.0,10.82,35.11
-0.102,0.62675,11.302,88.0,10.82,35.01
0.186,0.6345,11.303,88.0,10.82,34.91
-0.053,0.580125,11.307,88.0,10.82,34.73
0.038,0.61375,11.307,88.0,10.82,34.72
0.302,0.64225,11.308,88.0,10.82,34.63
0.082,0.624125,11.311,88.0,10.82,34.57
-0.067,0.64225,11.311,80.0,10.82,34.48
-0.055,0.660375,11.312,80.0,10.82,34.38
-0.05,0.663,11.313,80.0,10.82,34.3
-0.061,0.668125,11.311,80.0,10.82,34.17
-0.054,0.6345,11.312,80.0,10.82,34.07
-0.004,0.668125,11.311,80.0,10.82,34.02
-0.101,0.65775,11.311,80.0,10.82,33.98
0.188,0.65775,11.309,80.0,10.82,33.98
-0.049,0.616375,11.308,80.0,10.82,33.96
0.054,0.637125,11.307,80.0,10.82,33.95
0.314,0.660375,11.306,80.0,10.82,33.93
0.057,0.61375,11.303,80.0,10.82,33.92
-0.067,0.624125,11.302,78.0,10.82,33.94
-0.054,0.6915,11.3,78.0,10.82,33.97
-0.051,0.65525,11.297,78.0,10.82,33.97
-0.063,0.65525,11.296,78.0,10.82,33.89
-0.034,0.675875,11.294,78.0,10.82,33.83
-0.04,0.673375,11.291,78.0,10.82,33.84
-0.101,0.64225,11.289,78.0,10.82,33.84
0.181,0.59825,11.286,78.0,10.82,33.84
-0.044,0.624125,11.284,78.0,10.82,33.84
0.067,0.61375,11.277,78.0,10.82,33.83
0.311,0.65,11.276,78.0,10.82,33.83
0.025,0.629375,11.275,78.0,10.82,33.83
-0.073,0.58525,11.272,78.0,10.82,33.82
-0.059,0.603375,11.269,78.0,10.82,33.82
-0.057,0.61375,11.265,78.0,10.82,33.83
-0.068,0.587875,11.262,78.0,10.82,33.75
-0.041,0.6785,11.26,78.0,10.82,33.72
-0.043,0.6475,11.257,78.0,10.82,33.71
-0.002,0.668125,11.254,78.0,10.82,33.66
0.071,0.688875,11.25,78.0,10.82,33.67
-0.035,0.694,11.247,78.0,10.82,33.69
0.118,0.704375,11.244,78.0,10.82,33.73
0.288,0.637125,11.241,78.0,10.82,33.73
-0.036,0.65,11.237,78.0,10.82,33.71
-0.077,0.64225,11.235,79.0,10.82,33.71
-0.06,0.629375,11.231,79.0,10.82,33.73
-0.066,0.58275,11.229,79.0,10.82,33.73
-0.057,0.595625,11.225,79.0,10.82,33.67
0.001,0.608625,11.222,79.0,10.82,33.66
-0.084,0.600875,11.219,79.0,10.82,33.67
0.176,0.603375,11.215,79.0,10.82,33.67
-0.114,0.606,11.213,79.0,10.82,33.67
-0.01,0.639625,11.21,79.0,10.82,33.67
0.11,0.631875,11.205,79.0,10.82,33.67
0.075,0.639625,11.203,79.0,10.82,33.69
-0.078,0.704375,11.2,79.0,10.82,33.72
-0.08,0.696625,11.197,79.0,10.82,33.73
-0.07,0.6345,11.193,79.0,10.82,33.72
-0.082,0.652625,11.185,79.0,10.82,33.73
-0.071,0.660375,11.187,79.0,10.82,33.73
-0.046,0.629375,11.183,79.0,10.82,33.76
-0.099,0.606,11.18,79.0,10.82,33.76
0.122,0.559375,11.177,79.0,10.82,33.79
-0.059,0.580125,11.173,79.0,10.82,33.84
0.072,0.6215,11.17,79.0,10.82,33.91
0.291,0.624125,11.165,79.0,10.82,34.0
-0.022,0.61375,11.163,79.0,10.82,34.15
-0.089,0.62675,11.16,81.0,10.82,34.3
-0.075,0.6215,11.157,81.0,10.82,34.46
-0.081,0.61375,11.153,81.0,10.82,34.61
-0.03,0.637125,11.15,81.0,10.82,34.71
-0.111,0.6475,11.145,81.0,10.82,34.86
0.137,0.637125,11.143,81.0,10.82,35.06
-0.126,0.6345,11.14,81.0,10.82,35.28
-0.019,0.587875,11.137,81.0,10.82,35.48
0.21,0.644875,11.133,88.0,10.82,35.7
0.119,0.619,11.13,88.0,10.82,35.88
-0.105,0.616375,11.127,88.0,10.82,36.09
-0.102,0.59825,11.123,88.0,10.82,36.28
-0.095,0.61125,11.121,88.0,10.82,36.45
-0.049,0.629375,11.117,88.0,10.82,36.67
-0.12,0.6475,11.113,88.0,10.82,36.95
0.163,0.629375,11.111,88.0,10.82,37.19
-0.175,0.619,11.107,88.0,10.82,37.45
-0.041,0.61375,11.103,88.0,10.82,37.69
0.185,0.59825,11.101,91.0,10.82,37.92
0.145,0.660375,11.098,91.0,10.82,38.19
-0.11,0.61375,11.095,91.0,10.82,38.44
-0.113,0.637125,11.092,91.0,10.82,38.69
-0.098,0.59825,11.088,91.0,10.82,38.9
-0.043,0.600875,11.086,91.0,10.82,39.05
-0.141,0.606,11.082,91.0,10.82,39.23
0.147,0.59825,11.08,91.0,10.82,39.45
-0.141,0.572375,11.076,91.0,10.82,39.66
-0.028,0.55425,11.073,91.0,10.82,39.85
0.231,0.595625,11.07,94.0,10.82,40.02
0.094,0.608625,11.067,94.0,10.82,40.18
-0.121,0.652625,11.065,94.0,10.82,40.32
-0.115,0.619,11.061,94.0,10.82,40.46
-0.092,0.644875,11.058,94.0,10.82,40.6
-0.035,0.637125,11.055,94.0,10.82,40.71
-0.148,0.652625,11.052,94.0,10.82,40.84
0.145,0.619,11.048,94.0,10.82,40.99
-0.103,0.675875,11.046,94.0,10.82,41.15
-0.003,0.61125,11.043,94.0,10.82,41.25
0.276,0.616375,11.041,94.0,10.82,41.36
0.042,0.600875,11.038,94.0,10.82,41.29
-0.118,0.549,11.036,94.0,10.82,41.06
-0.11,0.562,11.034,94.0,10.82,40.8
-0.09,0.543875,11.031,94.0,10.82,40.53
-0.031,0.606,11.028,94.0,10.82,40.22
-0.137,0.603375,11.026,94.0,10.82,39.91
0.149,0.5905,11.024,94.0,10.82,39.66
-0.102,0.587875,11.021,94.0,10.82,39.38
-0.005,0.61125,11.02,94.0,10.82,39.1
0.268,0.673375,11.018,94.0,10.82,38.79
0.09,0.673375,11.018,94.0,10.82,38.47
-0.101,0.652625,11.019,91.0,10.82,38.11
-0.1,0.67075,11.02,91.0,10.82,37.78
-0.088,0.6345,11.02,91.0,10.82,37.48
-0.073,0.58275,11.018,91.0,10.82,37.11
-0.065,0.639625,11.015,91.0,10.82,36.75
-0.099,0.574875,11.015,91.0,10.82,36.48
0.118,0.562,11.015,91.0,10.82,36.3
-0.07,0.54125,11.015,91.0,10.81,36.11
0.074,0.587875,11.015,91.0,10.82,35.97
0.281,0.619,11.016,88.0,10.82,35.84
-0.047,0.639625,11.019,88.0,10.82,35.71
-0.097,0.593,11.021,88.0,10.82,35.6
-0.078,0.631875,11.024,88.0,10.82,35.45
-0.078,0.608625,11.028,88.0,10.82,35.31
-0.078,0.665625,11.03,88.0,10.82,35.19
-0.021,0.665625,11.034,88.0,10.82,35.16
-0.115,0.65525,11.039,88.0,10.82,35.17
0.179,0.6215,11.042,88.0,10.82,35.11
-0.061,0.603375,11.046,88.0,10.82,35.0
0.039,0.608625,11.05,88.0,10.82,34.87
0.304,0.6215,11.053,88.0,10.82,34.73
0.053,0.56975,11.058,88.0,10.82,34.62
-0.075,0.6215,11.061,82.0,10.82,34.57
-0.062,0.624125,11.063,82.0,10.82,34.45
-0.059,0.629375,11.067,82.0,10.82,34.27
-0.074,0.629375,11.07,82.0,10.82,34.04
-0.042,0.606,11.072,82.0,10.82,33.9
-0.045,0.639625,11.073,82.0,10.82,33.83
-0.033,0.67075,11.075,82.0,10.82,33.8
0.098,0.64225,11.077,82.0,10.82,33.76
-0.043,0.64225,11.077,82.0,10.82,33.68
0.101,0.616375,11.08,82.0,10.82,33.61
0.297,0.681125,11.08,82.0,10.82,33.56
-0.031,0.61375,11.08,82.0,10.82,33.55
-0.079,0.603375,11.08,79.0,10.82,33.56
-0.065,0.616375,11.08,79.0,10.82,33.56
-0.069,0.5775,11.08,79.0,10.82,33.52
-0.081,0.55675,11.08,79.0,10.82,33.41
-0.032,0.58275,11.078,79.0,10.82,33.36
-0.085,0.580125,11.077,79.0,10.82,33.37
0.182,0.616375,11.077,79.0,10.82,33.37
-0.135,0.6345,11.075,79.0,10.82,33.38
-0.028,0.572375,11.075,79.0,10.82,33.39
0.173,0.603375,11.073,79.0,10.82,33.4
0.226,0.65525,11.072,79.0,10.82,33.4
-0.066,0.67075,11.07,79.0,10.82,33.43
-0.076,0.6215,11.07,79.0,10.82,33.48
-0.064,0.675875,11.067,79.0,10.82,33.59
-0.072,0.6785,11.066,79.0,10.82,33.66
-0.067,0.6345,11.065,79.0,10.82,33.69
-0.031,0.59825,11.063,79.0,10.82,33.8
-0.119,0.6345,11.062,79.0,10.82,33.94
0.15,0.61375,11.06,79.0,10.82,34.08
-0.063,0.56975,11.058,79.0,10.82,34.25
0.042,0.5775,11.057,79.0,10.82,34.43
0.291,0.593,11.055,79.0,10.82,34.59
0.032,0.574875,11.052,79.0,10.82,34.79
-0.081,0.5905,11.051,80.0,10.82,35.03
-0.069,0.608625,11.048,80.0,10.82,35.22
-0.072,0.644875,11.046,80.0,10.82,35.37
-0.037,0.6345,11.045,80.0,10.82,35.5
-0.082,0.62675,11.042,80.0,10.82,35.67
0.153,0.644875,11.04,80.0,10.82,35.87
-0.128,0.660375,11.038,80.0,10.82,36.05
-0.035,0.603375,11.035,80.0,10.82,36.23
0.153,0.624125,11.033,80.0,10.82,36.43
0.229,0.603375,11.03,80.0,10.82,36.62
-0.072,0.562,11.028,80.0,10.82,36.84
-0.091,0.567125,11.024,88.0,10.82,37.07
-0.079,0.56975,11.021,88.0,10.82,37.25
-0.056,0.6215,11.018,88.0,10.82,37.37
-0.067,0.624125,11.016,88.0,10.82,37.49
-0.066,0.574875,11.013,88.0,10.82,37.69
0.087,0.61125,11.01,88.0,10.82,37.89
-0.054,0.608625,11.008,88.0,10.82,38.09
0.098,0.637125,11.004,88.0,10.82,38.31
0.287,0.637125,11.001,88.0,10.82,38.52
-0.043,0.629375,10.998,88.0,10.82,38.71
-0.092,0.59825,10.994,90.0,10.82,38.87
-0.072,0.55675,10.991,90.0,10.82,39.0
-0.05,0.593,10.989,90.0,10.82,38.99
-0.044,0.600875,10.985,90.0,10.82,38.83
-0.111,0.587875,10.983,90.0,10.82,38.68
0.158,0.523125,10.98,90.0,10.82,38.46
-0.056,0.572375,10.976,90.0,10.82,38.22
0.083,0.574875,10.975,90.0,10.82,37.97
0.311,0.580125,10.971,90.0,10.81,37.75
-0.019,0.665625,10.969,90.0,10.81,37.49
-0.085,0.61375,10.965,91.0,10.81,37.25
-0.069,0.6215,10.961,91.0,10.81,37.0
-0.027,0.665625,10.959,91.0,10.81,36.67
-0.037,0.652625,10.956,91.0,10.81,36.31
-0.119,0.6345,10.953,91.0,10.81,35.98
0.168,0.644875,10.95,91.0,10.81,35.74
-0.062,0.58275,10.948,91.0,10.81,35.53
0.035,0.603375,10.941,91.0,10.81,35.16
0.303,0.61125,10.943,91.0,10.81,35.13
0.05,0.593,10.941,91.0,10.81,34.97
-0.082,0.5775,10.938,91.0,10.81,34.85
-0.071,0.54125,10.936,91.0,10.81,34.73
-0.067,0.551625,10.936,91.0,10.81,34.6
-0.023,0.603375,10.933,91.0,10.81,34.43
-0.07,0.61125,10.933,91.0,10.81,34.31
0.128,0.6215,10.933,91.0,10.81,34.25
-0.079,0.587875,10.934,91.0,10.81,34.22
-0.034,0.64225,10.936,91.0,10.81,34.19
0.153,0.681125,10.938,91.0,10.81,34.15
0.26,0.637125,10.939,91.0,10.81,34.09
-0.058,0.6215,10.943,91.0,10.81,34.02
-0.076,0.61375,10.946,88.0,10.81,33.97
-0.063,0.61125,10.949,88.0,10.81,33.92
-0.072,0.5775,10.951,88.0,10.81,33.83
-0.016,0.59825,10.956,88.0,10.81,33.71
-0.082,0.562,10.959,88.0,10.81,33.68
0.185,0.549,10.964,88.0,10.82,33.66
-0.131,0.62675,10.966,88.0,10.82,33.65
-0.02,0.58275,10.971,88.0,10.81,33.65
0.189,0.600875,10.975,88.0,10.81,33.66
0.228,0.608625,10.979,88.0,10.81,33.69
-0.062,0.55425,10.983,84.0,10.81,33.7
-0.071,0.5905,10.986,84.0,10.81,33.72
-0.061,0.652625,10.989,84.0,10.81,33.72
-0.072,0.644875,10.994,84.0,10.81,33.68
-0.024,0.6215,10.998,84.0,10.81,33.61
-0.073,0.65775,11.001,84.0,10.81,33.63
0.151,0.61375,11.005,84.0,10.81,33.63
-0.109,0.631875,11.009,84.0,10.81,33.64
-0.031,0.562,11.014,84.0,10.81,33.65
0.158,0.5465,11.016,84.0,10.81,33.65
0.246,0.580125,11.021,84.0,10.81,33.65
-0.059,0.59825,11.026,84.0,10.81,33.66
-0.074,0.6215,11.031,84.0,10.81,33.67
-0.063,0.603375,11.034,84.0,10.82,33.69
-0.074,0.606,11.039,84.0,10.81,33.68
-0.026,0.608625,11.043,84.0,10.81,33.66
-0.075,0.6215,11.046,84.0,10.81,33.75
0.172,0.619,11.051,84.0,10.81,33.82
-0.138,0.67075,11.057,84.0,10.81,34.0
-0.029,0.64225,11.057,84.0,10.82,34.02
0.167,0.637125,11.061,84.0,10.81,34.15
0.225,0.616375,11.063,84.0,10.82,34.29
-0.067,0.587875,11.065,84.0,10.81,34.46
-0.079,0.606,11.067,84.0,10.82,34.66
-0.068,0.572375,11.068,84.0,10.81,34.81
-0.059,0.56975,11.07,84.0,10.81,34.92
-0.045,0.562,11.07,84.0,10.82,35.07
-0.119,0.58275,11.07,84.0,10.82,35.27
0.118,0.64225,11.072,84.0,10.82,35.5
-0.064,0.62675,11.07,84.0,10.82,35.71
0.064,0.572375,11.07,84.0,10.82,35.91
0.279,0.6345,11.07,84.0,10.82,36.13
-0.023,0.631875,11.067,84.0,10.81,36.35
-0.09,0.59825,11.067,89.0,10.82,36.58
-0.073,0.619,11.065,89.0,10.82,36.79
