ECG,EMG,foot GSR,hand GSR,marker,RESP
0.182,0.65525,11.554,26.3,10.82,39.55
-0.127,0.6345,11.55,26.295,10.82,39.38
-0.016,0.61125,11.546,26.291,10.82,39.12
0.237,0.5905,11.541,26.287,10.82,38.91
0.098,0.616375,11.536,26.286,10.82,38.68
-0.103,0.61125,11.531,26.286,10.82,38.43
-0.095,0.572375,11.526,26.286,10.82,38.18
-0.095,0.59825,11.523,26.289,10.82,37.91
-0.1,0.608625,11.518,26.291,10.82,37.63
-0.055,0.603375,11.516,26.295,10.82,37.35
-0.089,0.644875,11.512,26.3,10.82,37.15
0.174,0.665625,11.51,26.304,10.82,36.92
-0.126,0.665625,11.507,26.317,10.82,36.28
-0.041,0.65525,11.506,26.317,10.82,36.25
0.162,0.668125,11.505,26.322,10.82,36.09
0.199,0.652625,11.506,26.328,10.82,35.91
-0.081,0.6785,11.507,26.334,10.82,35.79
-0.086,0.608625,11.507,26.339,10.82,35.61
-0.066,0.65525,11.51,26.344,10.82,35.43
-0.076,0.603375,11.511,26.347,10.82,35.22
-0.085,0.637125,11.515,26.352,10.82,35.02
-0.041,0.660375,11.517,26.354,10.82,34.9
-0.062,0.5335,11.521,26.358,10.82,34.8
0.117,0.580125,11.523,26.359,10.82,34.7
-0.029,0.6215,11.526,26.361,10.82,34.6
-0.03,0.6215,11.528,26.361,10.82,34.52
0.154,0.624125,11.53,26.361,10.82,34.45
0.256,0.6915,11.532,26.361,10.82,34.42
-0.05,0.6785,11.533,26.359,10.82,34.43
-0.068,0.688875,11.535,26.357,10.82,34.4
-0.051,0.6475,11.535,26.354,10.82,34.33
-0.061,0.67075,11.535,26.351,10.81,34.19
-0.067,0.668125,11.536,26.348,10.82,34.06
-0.055,0.6475,11.535,26.344,10.81,33.96
-0.006,0.64225,11.535,26.342,10.81,33.86
-0.102,0.62675,11.535,26.337,10.82,33.77
0.196,0.637125,11.532,26.332,10.82,33.72
-0.043,0.567125,11.531,26.329,10.81,33.67
0.066,0.6215,11.53,26.322,10.81,33.64
0.31,0.62675,11.527,26.317,10.82,33.62
0.031,0.624125,11.526,26.312,10.81,33.61
-0.069,0.639625,11.523,26.307,10.82,33.59
-0.053,0.606,11.52,26.3,10.81,33.56
-0.05,0.606,11.517,26.293,10.81,33.55
-0.064,0.681125,11.515,26.286,10.81,33.46
-0.063,0.652625,11.511,26.28,10.82,33.42
0.0,0.668125,11.508,26.272,10.81,33.42
-0.097,0.68375,11.505,26.265,10.81,33.43
0.171,0.637125,11.502,26.257,10.82,33.43
-0.051,0.65,11.498,26.25,10.82,33.43
0.039,0.665625,11.496,26.243,10.82,33.44
0.293,0.65,11.491,26.236,10.81,33.44
0.076,0.65775,11.488,26.23,10.82,33.44
-0.072,0.58525,11.483,26.221,10.82,33.45
-0.058,0.5905,11.479,26.214,10.82,33.46
-0.05,0.668125,11.476,26.208,10.82,33.49
-0.062,0.6475,11.471,26.199,10.82,33.46
-0.055,0.629375,11.468,26.191,10.82,33.44
-0.002,0.668125,11.464,26.184,10.82,33.46
-0.101,0.665625,11.46,26.175,10.82,33.45
0.175,0.68625,11.456,26.169,10.82,33.46
-0.048,0.65775,11.451,26.161,10.81,33.46
0.054,0.6215,11.446,26.155,10.82,33.45
0.302,0.603375,11.441,26.148,10.81,33.44
0.036,0.6475,11.439,26.14,10.81,33.45
-0.079,0.64225,11.434,26.134,10.82,33.45
-0.067,0.58275,11.429,26.128,10.82,33.47
-0.072,0.59825,11.424,26.121,10.82,33.48
-0.084,0.595625,11.42,26.113,10.82,33.42
-0.059,0.629375,11.416,26.107,10.81,33.39
-0.057,0.6215,11.411,26.099,10.82,33.39
-0.042,0.65,11.406,26.092,10.81,33.39
0.057,0.652625,11.401,26.084,10.82,33.4
-0.061,0.65775,11.396,26.078,10.82,33.42
0.093,0.675875,11.394,26.069,10.82,33.43
0.264,0.688875,11.389,26.062,10.81,33.43
-0.055,0.725125,11.384,26.054,10.82,33.44
-0.096,0.64225,11.379,26.046,10.82,33.44
-0.078,0.644875,11.377,26.039,10.82,33.47
-0.086,0.637125,11.372,26.031,10.82,33.59
-0.088,0.624125,11.367,26.022,10.82,33.62
-0.027,0.6215,11.362,26.016,10.82,33.64
-0.126,0.644875,11.358,26.01,10.82,33.71
0.129,0.58525,11.354,26.004,10.82,33.75
-0.079,0.55675,11.351,25.999,10.82,33.85
0.015,0.595625,11.347,25.992,10.82,33.97
0.265,0.595625,11.342,25.986,10.82,34.13
0.047,0.616375,11.339,25.981,10.82,34.31
-0.096,0.6345,11.336,25.976,10.82,34.52
-0.082,0.6475,11.333,25.971,10.82,34.72
-0.079,0.65525,11.329,25.966,10.82,34.9
-0.043,0.6785,11.327,25.961,10.82,35.09
-0.086,0.637125,11.324,25.956,10.82,35.28
0.162,0.660375,11.321,25.95,10.82,35.52
-0.147,0.65775,11.319,25.944,10.82,35.83
-0.036,0.64225,11.317,25.939,10.82,36.16
0.165,0.6475,11.314,25.934,10.82,36.38
0.198,0.629375,11.313,25.929,10.82,36.57
-0.083,0.59825,11.311,25.924,10.82,36.76
-0.094,0.61125,11.308,25.919,10.82,37.0
-0.082,0.58525,11.306,25.913,10.82,37.18
-0.036,0.6345,11.304,25.908,10.82,37.35
-0.104,0.639625,11.301,25.902,10.82,37.53
0.187,0.61375,11.3,25.897,10.82,37.84
-0.171,0.644875,11.297,25.892,10.82,38.23
-0.03,0.637125,11.295,25.887,10.82,38.5
0.198,0.688875,11.292,25.883,10.82,38.74
0.159,0.61125,11.29,25.879,10.82,38.97
-0.099,0.616375,11.287,25.874,10.82,39.19
-0.1,0.6215,11.285,25.869,10.82,39.36
-0.082,0.593,11.282,25.864,10.82,39.45
-0.027,0.61375,11.28,25.861,10.82,39.44
-0.137,0.608625,11.277,25.857,10.82,39.51
0.143,0.608625,11.275,25.855,10.82,39.69
-0.106,0.56975,11.272,25.851,10.82,39.87
0.0,0.616375,11.27,25.849,10.82,40.01
0.27,0.637125,11.267,25.846,10.82,40.15
0.056,0.65,11.265,25.846,10.82,40.26
-0.11,0.6475,11.262,25.846,10.82,40.3
-0.098,0.637125,11.26,25.849,10.82,40.34
-0.073,0.6915,11.257,25.85,10.82,40.27
-0.025,0.6215,11.256,25.855,10.82,40.13
-0.139,0.668125,11.254,25.862,10.82,40.0
0.156,0.65525,11.251,25.869,10.82,39.88
-0.082,0.67075,11.251,25.878,10.82,39.71
0.024,0.603375,11.249,25.888,10.82,39.52
0.299,0.603375,11.249,25.898,10.82,39.34
0.026,0.600875,11.249,25.908,10.82,39.14
-0.098,0.562,11.249,25.918,10.82,38.95
-0.084,0.572375,11.251,25.928,10.82,38.75
-0.072,0.603375,11.252,25.938,10.82,38.5
-0.032,0.637125,11.255,25.948,10.82,38.2
-0.072,0.65,11.257,25.957,10.82,37.94
0.121,0.61375,11.26,25.966,10.82,37.66
-0.06,0.637125,11.265,25.974,10.82,37.4
-0.037,0.631875,11.269,25.98,10.82,37.05
0.158,0.6785,11.272,25.986,10.82,36.72
0.251,0.69925,11.277,25.991,10.82,36.4
-0.062,0.61375,11.28,25.996,10.82,36.09
-0.08,0.660375,11.285,25.999,10.82,35.84
-0.06,0.65525,11.289,26.0,10.82,35.66
-0.065,0.675875,11.292,26.003,10.82,35.48
-0.054,0.681125,11.295,26.003,10.82,35.26
-0.005,0.616375,11.299,26.003,10.82,35.11
-0.102,0.62675,11.302,26.003,10.82,35.01
0.186,0.6345,11.303,26.003,10.82,34.91
-0.053,0.580125,11.307,26.0,10.82,34.73
0.038,0.61375,11.307,26.0,10.82,34.72
0.302,0.64225,11.308,25.999,10.82,34.63
0.082,0.624125,11.311,25.996,10.82,34.57
-0.067,0.64225,11.311,25.994,10.82,34.48
-0.055,0.660375,11.312,25.991,10.82,34.38
-0.05,0.663,11.313,25.988,10.82,34.3
-0.061,0.668125,11.311,25.984,10.82,34.17
-0.054,0.6345,11.312,25.98,10.82,34.07
-0.004,0.668125,11.311,25.976,10.82,34.02
-0.101,0.65775,11.311,25.971,10.82,33.98
0.188,0.65775,11.309,25.966,10.82,33.98
-0.049,0.616375,11.308,25.961,10.82,33.96
0.054,0.637125,11.307,25.956,10.82,33.95
0.314,0.660375,11.306,25.949,10.82,33.93
0.057,0.61375,11.303,25.943,10.82,33.92
-0.067,0.624125,11.302,25.935,10.82,33.94
-0.054,0.6915,11.3,25.928,10.82,33.97
-0.051,0.65525,11.297,25.922,10.82,33.97
-0.063,0.65525,11.296,25.914,10.82,33.89
-0.034,0.675875,11.294,25.908,10.82,33.83
-0.04,0.673375,11.291,25.902,10.82,33.84
-0.101,0.64225,11.289,25.894,10.82,33.84
0.181,0.59825,11.286,25.888,10.82,33.84
-0.044,0.624125,11.284,25.882,10.82,33.84
0.067,0.61375,11.277,25.87,10.82,33.83
0.311,0.65,11.276,25.869,10.82,33.83
0.025,0.629375,11.275,25.864,10.82,33.83
-0.073,0.58525,11.272,25.857,10.82,33.82
-0.059,0.603375,11.269,25.853,10.82,33.82
-0.057,0.61375,11.265,25.847,10.82,33.83
-0.068,0.587875,11.262,25.842,10.82,33.75
-0.041,0.6785,11.26,25.839,10.82,33.72
-0.043,0.6475,11.257,25.834,10.82,33.71
-0.002,0.668125,11.254,25.83,10.82,33.66
0.071,0.688875,11.25,25.825,10.82,33.67
-0.035,0.694,11.247,25.82,10.82,33.69
0.118,0.704375,11.244,25.813,10.82,33.73
0.288,0.637125,11.241,25.808,10.82,33.73
-0.036,0.65,11.237,25.802,10.82,33.71
-0.077,0.64225,11.235,25.797,10.82,33.71
-0.06,0.629375,11.231,25.792,10.82,33.73
-0.066,0.58275,11.229,25.786,10.82,33.73
-0.057,0.595625,11.225,25.78,10.82,33.67
0.001,0.608625,11.222,25.774,10.82,33.66
-0.084,0.600875,11.219,25.768,10.82,33.67
0.176,0.603375,11.215,25.76,10.82,33.67
-0.114,0.606,11.213,25.754,10.82,33.67
-0.01,0.639625,11.21,25.745,10.82,33.67
0.11,0.631875,11.205,25.738,10.82,33.67
0.075,0.639625,11.203,25.73,10.82,33.69
-0.078,0.704375,11.2,25.721,10.82,33.72
-0.08,0.696625,11.197,25.714,10.82,33.73
-0.07,0.6345,11.193,25.706,10.82,33.72
-0.082,0.652625,11.185,25.694,10.82,33.73
-0.071,0.660375,11.187,25.693,10.82,33.73
-0.046,0.629375,11.183,25.687,10.82,33.76
-0.099,0.606,11.18,25.681,10.82,33.76
0.122,0.559375,11.177,25.673,10.82,33.79
-0.059,0.580125,11.173,25.668,10.82,33.84
0.072,0.6215,11.17,25.662,10.82,33.91
0.291,0.624125,11.165,25.656,10.82,34.0
-0.022,0.61375,11.163,25.649,10.82,34.15
-0.089,0.62675,11.16,25.643,10.82,34.3
-0.075,0.6215,11.157,25.638,10.82,34.46
-0.081,0.61375,11.153,25.631,10.82,34.61
-0.03,0.637125,11.15,25.626,10.82,34.71
-0.111,0.6475,11.145,25.621,10.82,34.86
0.137,0.637125,11.143,25.616,10.82,35.06
-0.126,0.6345,11.14,25.611,10.82,35.28
-0.019,0.587875,11.137,25.606,10.82,35.48
0.21,0.644875,11.133,25.599,10.82,35.7
0.119,0.619,11.13,25.596,10.82,35.88
-0.105,0.616375,11.127,25.59,10.82,36.09
-0.102,0.59825,11.123,25.586,10.82,36.28
-0.095,0.61125,11.121,25.58,10.82,36.45
-0.049,0.629375,11.117,25.576,10.82,36.67
-0.12,0.6475,11.113,25.571,10.82,36.95
0.163,0.629375,11.111,25.566,10.82,37.19
-0.175,0.619,11.107,25.561,10.82,37.45
-0.041,0.61375,11.103,25.556,10.82,37.69
0.185,0.59825,11.101,25.551,10.82,37.92
0.145,0.660375,11.098,25.545,10.82,38.19
-0.11,0.61375,11.095,25.539,10.82,38.44
-0.113,0.637125,11.092,25.534,10.82,38.69
-0.098,0.59825,11.088,25.529,10.82,38.9
-0.043,0.600875,11.086,25.524,10.82,39.05
-0.141,0.606,11.082,25.519,10.82,39.23
0.147,0.59825,11.08,25.511,10.82,39.45
-0.141,0.572375,11.076,25.507,10.82,39.66
-0.028,0.55425,11.073,25.502,10.82,39.85
0.231,0.595625,11.07,25.497,10.82,40.02
0.094,0.608625,11.067,25.492,10.82,40.18
-0.121,0.652625,11.065,25.487,10.82,40.32
-0.115,0.619,11.061,25.482,10.82,40.46
-0.092,0.644875,11.058,25.477,10.82,40.6
-0.035,0.637125,11.055,25.474,10.82,40.71
-0.148,0.652625,11.052,25.469,10.82,40.84
0.145,0.619,11.048,25.464,10.82,40.99
-0.103,0.675875,11.046,25.459,10.82,41.15
-0.003,0.61125,11.043,25.457,10.82,41.25
0.276,0.616375,11.041,25.452,10.82,41.36
0.042,0.600875,11.038,25.449,10.82,41.29
-0.118,0.549,11.036,25.446,10.82,41.06
-0.11,0.562,11.034,25.443,10.82,40.8
-0.09,0.543875,11.031,25.442,10.82,40.53
-0.031,0.606,11.028,25.438,10.82,40.22
-0.137,0.603375,11.026,25.437,10.82,39.91
0.149,0.5905,11.024,25.436,10.82,39.66
-0.102,0.587875,11.021,25.433,10.82,39.38
-0.005,0.61125,11.02,25.433,10.82,39.1
0.268,0.673375,11.018,25.432,10.82,38.79
0.09,0.673375,11.018,25.431,10.82,38.47
-0.101,0.652625,11.019,25.431,10.82,38.11
-0.1,0.67075,11.02,25.432,10.82,37.78
-0.088,0.6345,11.02,25.433,10.82,37.48
-0.073,0.58275,11.018,25.434,10.82,37.11
-0.065,0.639625,11.015,25.437,10.82,36.75
-0.099,0.574875,11.015,25.439,10.82,36.48
0.118,0.562,11.015,25.443,10.82,36.3
-0.07,0.54125,11.015,25.447,10.81,36.11
0.074,0.587875,11.015,25.449,10.82,35.97
0.281,0.619,11.016,25.453,10.82,35.84
-0.047,0.639625,11.019,25.457,10.82,35.71
-0.097,0.593,11.021,25.462,10.82,35.6
-0.078,0.631875,11.024,25.464,10.82,35.45
-0.078,0.608625,11.028,25.467,10.82,35.31
-0.078,0.665625,11.03,25.469,10.82,35.19
-0.021,0.665625,11.034,25.471,10.82,35.16
-0.115,0.65525,11.039,25.473,10.82,35.17
0.179,0.6215,11.042,25.476,10.82,35.11
-0.061,0.603375,11.046,25.476,10.82,35.0
0.039,0.608625,11.05,25.476,10.82,34.87
0.304,0.6215,11.053,25.476,10.82,34.73
0.053,0.56975,11.058,25.476,10.82,34.62
-0.075,0.6215,11.061,25.473,10.82,34.57
-0.062,0.624125,11.063,25.473,10.82,34.45
-0.059,0.629375,11.067,25.471,10.82,34.27
-0.074,0.629375,11.07,25.468,10.82,34.04
-0.042,0.606,11.072,25.466,10.82,33.9
-0.045,0.639625,11.073,25.462,10.82,33.83
-0.033,0.67075,11.075,25.459,10.82,33.8
0.098,0.64225,11.077,25.456,10.82,33.76
-0.043,0.64225,11.077,25.453,10.82,33.68
0.101,0.616375,11.08,25.449,10.82,33.61
0.297,0.681125,11.08,25.447,10.82,33.56
-0.031,0.61375,11.08,25.443,10.82,33.55
-0.079,0.603375,11.08,25.439,10.82,33.56
-0.065,0.616375,11.08,25.434,10.82,33.56
-0.069,0.5775,11.08,25.432,10.82,33.52
-0.081,0.55675,11.08,25.427,10.82,33.41
-0.032,0.58275,11.078,25.422,10.82,33.36
-0.085,0.580125,11.077,25.418,10.82,33.37
0.182,0.616375,11.077,25.414,10.82,33.37
-0.135,0.6345,11.075,25.41,10.82,33.38
-0.028,0.572375,11.075,25.405,10.82,33.39
0.173,0.603375,11.073,25.4,10.82,33.4
0.226,0.65525,11.072,25.395,10.82,33.4
-0.066,0.67075,11.07,25.392,10.82,33.43
-0.076,0.6215,11.07,25.387,10.82,33.48
-0.064,0.675875,11.067,25.382,10.82,33.59
-0.072,0.6785,11.066,25.377,10.82,33.66
-0.067,0.6345,11.065,25.375,10.82,33.69
-0.031,0.59825,11.063,25.369,10.82,33.8
-0.119,0.6345,11.062,25.365,10.82,33.94
0.15,0.61375,11.06,25.358,10.82,34.08
-0.063,0.56975,11.058,25.355,10.82,34.25
0.042,0.5775,11.057,25.35,10.82,34.43
0.291,0.593,11.055,25.345,10.82,34.59
0.032,0.574875,11.052,25.34,10.82,34.79
-0.081,0.5905,11.051,25.335,10.82,35.03
-0.069,0.608625,11.048,25.33,10.82,35.22
-0.072,0.644875,11.046,25.325,10.82,35.37
-0.037,0.6345,11.045,25.32,10.82,35.5
-0.082,0.62675,11.042,25.314,10.82,35.67
0.153,0.644875,11.04,25.31,10.82,35.87
-0.128,0.660375,11.038,25.304,10.82,36.05
-0.035,0.603375,11.035,25.298,10.82,36.23
0.153,0.624125,11.033,25.293,10.82,36.43
0.229,0.603375,11.03,25.288,10.82,36.62
-0.072,0.562,11.028,25.283,10.82,36.84
-0.091,0.567125,11.024,25.276,10.82,37.07
-0.079,0.56975,11.021,25.27,10.82,37.25
-0.056,0.6215,11.018,25.265,10.82,37.37
-0.067,0.624125,11.016,25.26,10.82,37.49
-0.066,0.574875,11.013,25.255,10.82,37.69
0.087,0.61125,11.01,25.25,10.82,37.89
-0.054,0.608625,11.008,25.245,10.82,38.09
0.098,0.637125,11.004,25.241,10.82,38.31
0.287,0.637125,11.001,25.236,10.82,38.52
-0.043,0.629375,10.998,25.231,10.82,38.71
-0.092,0.59825,10.994,25.226,10.82,38.87
-0.072,0.55675,10.991,25.221,10.82,39.0
-0.05,0.593,10.989,25.217,10.82,38.99
-0.044,0.600875,10.985,25.213,10.82,38.83
-0.111,0.587875,10.983,25.208,10.82,38.68
0.158,0.523125,10.98,25.203,10.82,38.46
-0.056,0.572375,10.976,25.2,10.82,38.22
0.083,0.574875,10.975,25.196,10.82,37.97
0.311,0.580125,10.971,25.191,10.81,37.75
-0.019,0.665625,10.969,25.188,10.81,37.49
-0.085,0.61375,10.965,25.185,10.81,37.25
-0.069,0.6215,10.961,25.182,10.81,37.0
-0.027,0.665625,10.959,25.178,10.81,36.67
-0.037,0.652625,10.956,25.177,10.81,36.31
-0.119,0.6345,10.953,25.175,10.81,35.98
0.168,0.644875,10.95,25.175,10.81,35.74
-0.062,0.58275,10.948,25.175,10.81,35.53
0.035,0.603375,10.941,25.178,10.81,35.16
0.303,0.61125,10.943,25.178,10.81,35.13
0.05,0.593,10.941,25.181,10.81,34.97
-0.082,0.5775,10.938,25.186,10.81,34.85
-0.071,0.54125,10.936,25.192,10.81,34.73
-0.067,0.551625,10.936,25.198,10.81,34.6
-0.023,0.603375,10.933,25.207,10.81,34.43
-0.07,0.61125,10.933,25.214,10.81,34.31
0.128,0.6215,10.933,25.223,10.81,34.25
-0.079,0.587875,10.934,25.232,10.81,34.22
-0.034,0.64225,10.936,25.242,10.81,34.19
0.153,0.681125,10.938,25.249,10.81,34.15
0.26,0.637125,10.939,25.259,10.81,34.09
-0.058,0.6215,10.943,25.266,10.81,34.02
-0.076,0.61375,10.946,25.274,10.81,33.97
-0.063,0.61125,10.949,25.283,10.81,33.92
-0.072,0.5775,10.951,25.29,10.81,33.83
-0.016,0.59825,10.956,25.298,10.81,33.71
-0.082,0.562,10.959,25.305,10.81,33.68
0.185,0.549,10.964,25.31,10.82,33.66
-0.131,0.62675,10.966,25.318,10.82,33.65
-0.02,0.58275,10.971,25.324,10.81,33.65
0.189,0.600875,10.975,25.331,10.81,33.66
0.228,0.608625,10.979,25.337,10.81,33.69
-0.062,0.55425,10.983,25.343,10.81,33.7
-0.071,0.5905,10.986,25.351,10.81,33.72
-0.061,0.652625,10.989,25.358,10.81,33.72
-0.072,0.644875,10.994,25.366,10.81,33.68
-0.024,0.6215,10.998,25.373,10.81,33.61
-0.073,0.65775,11.001,25.381,10.81,33.63
0.151,0.61375,11.005,25.388,10.81,33.63
-0.109,0.631875,11.009,25.397,10.81,33.64
-0.031,0.562,11.014,25.405,10.81,33.65
0.158,0.5465,11.016,25.411,10.81,33.65
0.246,0.580125,11.021,25.417,10.81,33.65
-0.059,0.59825,11.026,25.423,10.81,33.66
-0.074,0.6215,11.031,25.429,10.81,33.67
-0.063,0.603375,11.034,25.432,10.82,33.69
-0.074,0.606,11.039,25.434,10.81,33.68
-0.026,0.608625,11.043,25.438,10.81,33.66
-0.075,0.6215,11.046,25.441,10.81,33.75
0.172,0.619,11.051,25.441,10.81,33.82
-0.138,0.67075,11.057,25.441,10.81,34.0
-0.029,0.64225,11.057,25.441,10.82,34.02
0.167,0.637125,11.061,25.439,10.81,34.15
0.225,0.616375,11.063,25.436,10.82,34.29
-0.067,0.587875,11.065,25.433,10.81,34.46
-0.079,0.606,11.067,25.429,10.82,34.66
-0.068,0.572375,11.068,25.426,10.81,34.81
-0.059,0.56975,11.07,25.421,10.81,34.92
-0.045,0.562,11.07,25.417,10.82,35.07
-0.119,0.58275,11.07,25.412,10.82,35.27
0.118,0.64225,11.072,25.407,10.82,35.5
-0.064,0.62675,11.07,25.402,10.82,35.71
0.064,0.572375,11.07,25.397,10.82,35.91
0.279,0.6345,11.07,25.392,10.82,36.13
-0.023,0.631875,11.067,25.386,10.81,36.35
-0.09,0.59825,11.067,25.38,10.82,36.58
-0.073,0.619,11.065,25.375,10.82,36.79
-0.058,0.6215,11.063,25.37,10.82,36.93
-0.048,0.62675,11.062,25.362,10.81,37.06
-0.139,0.639625,11.06,25.357,10.82,37.27
0.141,0.619,11.057,25.351,10.82,37.57
-0.07,0.59825,11.055,25.345,10.82,37.82
0.049,0.61125,11.052,25.338,10.82,38.03
0.287,0.600875,11.05,25.333,10.82,38.24
-0.01,0.543875,11.047,25.326,10.81,38.44
-0.096,0.593,11.045,25.32,10.81,38.64
-0.078,0.572375,11.041,25.315,10.82,38.8
-0.06,0.619,11.039,25.309,10.81,38.84
-0.045,0.608625,11.035,25.304,10.81,38.78
-0.137,0.61125,11.034,25.298,10.82,38.68
0.161,0.639625,11.03,25.293,10.82,38.52
-0.068,0.639625,11.026,25.288,10.82,38.32
0.051,0.603375,11.024,25.283,10.81,38.13
0.298,0.663,11.02,25.278,10.82,37.91
-0.005,0.64225,11.016,25.275,10.82,37.7
-0.096,0.603375,11.014,25.27,10.81,37.55
-0.081,0.624125,11.011,25.265,10.82,37.36
-0.081,0.572375,11.008,25.26,10.82,37.1
-0.026,0.5775,11.004,25.255,10.82,36.81
-0.113,0.58275,11.001,25.252,10.81,36.58
0.19,0.59825,10.998,25.248,10.82,36.39
-0.145,0.564625,10.994,25.243,10.82,36.18
-0.03,0.600875,10.991,25.238,10.82,35.95
0.197,0.616375,10.988,25.233,10.82,35.72
0.185,0.6345,10.984,25.228,10.82,35.51
-0.084,0.668125,10.981,25.223,10.82,35.33
-0.085,0.65525,10.976,25.221,10.82,35.18
-0.074,0.603375,10.974,25.216,10.82,35.06
-0.081,0.603375,10.97,25.211,10.81,34.86
-0.016,0.603375,10.968,25.208,10.82,34.63
-0.116,0.606,10.964,25.203,10.82,34.49
0.146,0.606,10.961,25.198,10.82,34.39
-0.095,0.538625,10.956,25.196,10.82,34.31
-0.007,0.5905,10.954,25.193,10.82,34.24
0.24,0.5905,10.951,25.188,10.82,34.19
0.143,0.587875,10.949,25.183,10.82,34.13
-0.084,0.59825,10.947,25.178,10.82,34.11
-0.082,0.6345,10.944,25.175,10.82,34.07
-0.08,0.67075,10.942,25.171,10.82,34.03
-0.1,0.608625,10.938,25.166,10.82,33.92
-0.064,0.639625,10.937,25.161,10.82,33.87
-0.097,0.639625,10.934,25.156,10.82,33.88
-0.032,0.606,10.932,25.152,10.82,33.86
-0.027,0.616375,10.931,25.146,10.82,33.83
-0.111,0.59825,10.928,25.141,10.82,33.82
0.039,0.616375,10.926,25.136,10.82,33.81
0.205,0.595625,10.923,25.131,10.82,33.77
-0.121,0.54125,10.922,25.126,10.82,33.76
-0.167,0.55675,10.918,25.121,10.82,33.76
-0.157,0.564625,10.918,25.116,10.82,33.75
-0.171,0.5775,10.916,25.111,10.82,33.72
-0.176,0.6215,10.913,25.106,10.82,33.64
-0.109,0.593,10.911,25.103,10.82,33.62
-0.204,0.629375,10.909,25.099,10.82,33.61
0.043,0.639625,10.907,25.094,10.82,33.61
-0.173,0.629375,10.904,25.089,10.82,33.62
-0.09,0.67075,10.902,25.085,10.82,33.63
0.154,0.595625,10.901,25.081,10.82,33.64
0.037,0.660375,10.898,25.078,10.82,33.63
-0.165,0.639625,10.896,25.074,10.82,33.65
-0.153,0.624125,10.893,25.07,10.82,33.65
-0.145,0.587875,10.891,25.067,10.82,33.65
-0.154,0.551625,10.889,25.063,10.82,33.6
-0.117,0.567125,10.888,25.061,10.81,33.58
-0.117,0.580125,10.886,25.058,10.82,33.59
-0.109,0.5465,10.883,25.054,10.82,33.59
0.03,0.603375,10.882,25.051,10.82,33.6
-0.095,0.6215,10.881,25.048,10.82,33.6
0.049,0.637125,10.878,25.044,10.82,33.61
0.249,0.580125,10.877,25.041,10.82,33.6
-0.055,0.587875,10.876,25.037,10.82,33.62
-0.106,0.629375,10.873,25.034,10.82,33.62
-0.088,0.61375,10.873,25.031,10.82,33.64
-0.093,0.600875,10.871,25.027,10.82,33.63
-0.095,0.5905,10.871,25.024,10.82,33.59
-0.03,0.603375,10.868,25.021,10.82,33.57
-0.118,0.6345,10.868,25.018,10.82,33.59
0.126,0.606,10.866,25.014,10.81,33.57
-0.081,0.595625,10.864,25.009,10.82,33.59
0.0,0.59825,10.863,25.004,10.82,33.61
0.244,0.572375,10.862,25.002,10.82,33.6
0.125,0.595625,10.861,24.997,10.82,33.61
-0.074,0.61375,10.859,24.993,10.82,33.62
-0.064,0.587875,10.857,24.989,10.82,33.65
-0.061,0.58525,10.856,24.984,10.82,33.65
-0.073,0.595625,10.854,24.98,10.82,33.6
-0.032,0.62675,10.852,24.977,10.82,33.57
-0.062,0.61375,10.85,24.972,10.82,33.58
0.112,0.619,10.849,24.967,10.82,33.56
-0.056,0.600875,10.846,24.962,10.82,33.58
-0.022,0.600875,10.844,24.96,10.82,33.6
0.145,0.58275,10.842,24.954,10.82,33.6
0.278,0.58525,10.84,24.95,10.82,33.6
-0.033,0.600875,10.837,24.945,10.82,33.6
-0.058,0.562,10.835,24.937,10.82,33.62
-0.046,0.551625,10.832,24.933,10.82,33.62
-0.06,0.61375,10.83,24.927,10.82,33.61
-0.042,0.587875,10.827,24.922,10.82,33.56
-0.027,0.59825,10.826,24.917,10.82,33.57
-0.075,0.631875,10.824,24.912,10.82,33.58
0.128,0.624125,10.821,24.907,10.82,33.58
-0.041,0.663,10.817,24.902,10.82,33.59
0.089,0.616375,10.815,24.897,10.82,33.6
0.303,0.64225,10.812,24.892,10.82,33.61
0.001,0.629375,10.81,24.888,10.82,33.61
-0.069,0.606,10.807,24.883,10.82,33.63
-0.056,0.639625,10.805,24.878,10.82,33.64
-0.066,0.5905,10.802,24.874,10.82,33.63
-0.057,0.562,10.8,24.869,10.82,33.57
-0.03,0.515375,10.797,24.865,10.82,33.57
-0.115,0.58275,10.794,24.86,10.82,33.57
0.139,0.631875,10.791,24.855,10.82,33.58
-0.053,0.55675,10.789,24.853,10.82,33.59
0.063,0.56975,10.786,24.848,10.82,33.6
0.3,0.61375,10.784,24.844,10.82,33.6
0.02,0.59825,10.781,24.84,10.82,33.6
-0.071,0.629375,10.779,24.835,10.82,33.61
-0.06,0.608625,10.776,24.833,10.82,33.62
-0.067,0.675875,10.774,24.829,10.82,33.62
-0.045,0.624125,10.772,24.825,10.82,33.56
-0.049,0.6215,10.769,24.822,10.82,33.56
-0.058,0.61125,10.767,24.818,10.82,33.57
0.066,0.644875,10.764,24.815,10.82,33.56
-0.053,0.606,10.762,24.81,10.82,33.57
0.084,0.562,10.759,24.808,10.82,33.59
0.272,0.572375,10.757,24.803,10.82,33.6
-0.043,0.58275,10.754,24.801,10.82,33.6
-0.099,0.608625,10.752,24.796,10.82,33.61
-0.09,0.595625,10.749,24.793,10.82,33.61
