ECG,foot GSR,hand GSR,HR,marker,RESP
0.136,17.972,10.908,68.0,16.99,31.21
-0.015,17.971,10.918,68.0,16.99,31.46
-0.021,17.971,10.925,68.0,16.99,31.7
-0.016,17.971,10.932,68.0,16.99,31.88
-0.033,17.971,10.937,68.0,16.99,31.94
0.01,17.968,10.938,68.0,16.99,32.02
-0.012,17.967,10.942,68.0,16.99,32.04
0.006,17.968,10.941,68.0,16.99,31.97
0.13,17.966,10.942,68.0,16.99,31.9
0.002,17.964,10.941,68.0,16.99,31.8
0.018,17.963,10.939,68.0,16.99,31.67
0.13,17.963,10.938,77.0,16.99,31.55
0.106,17.963,10.934,77.0,16.99,31.43
-0.04,17.963,10.932,77.0,16.99,31.29
-0.039,17.962,10.927,77.0,16.99,31.04
-0.033,17.961,10.922,77.0,16.99,31.03
-0.052,17.959,10.915,77.0,16.99,30.8
-0.06,17.958,10.909,77.0,16.99,30.63
-0.012,17.956,10.903,77.0,16.99,30.52
-0.027,17.956,10.894,77.0,16.99,30.39
-0.014,17.954,10.888,77.0,16.99,30.32
0.104,17.953,10.88,77.0,16.99,30.21
-0.045,17.952,10.872,77.0,16.99,30.1
0.008,17.951,10.863,77.0,16.99,30.0
0.126,17.948,10.853,71.0,16.99,29.93
0.11,17.946,10.843,71.0,16.99,29.86
-0.045,17.942,10.836,71.0,16.98,29.81
-0.044,17.937,10.826,71.0,16.99,29.74
-0.036,17.934,10.816,71.0,16.98,29.73
-0.054,17.932,10.808,71.0,16.98,29.57
-0.059,17.928,10.798,71.0,16.98,29.49
-0.065,17.926,10.788,71.0,16.98,29.46
-0.021,17.923,10.778,71.0,16.98,29.42
-0.025,17.921,10.771,71.0,16.98,29.43
-0.035,17.919,10.761,71.0,16.98,29.41
0.121,17.917,10.751,71.0,16.98,29.39
-0.046,17.915,10.744,71.0,16.97,29.37
0.003,17.912,10.735,71.0,16.98,29.36
0.119,17.91,10.728,66.0,16.98,29.35
0.123,17.907,10.719,66.0,16.97,29.35
-0.043,17.904,10.711,66.0,16.97,29.35
-0.051,17.9,10.703,66.0,16.97,29.35
-0.043,17.895,10.695,66.0,16.97,29.38
-0.06,17.892,10.687,66.0,16.97,29.34
-0.068,17.889,10.681,66.0,16.97,29.35
-0.069,17.886,10.673,66.0,16.97,29.41
-0.069,17.882,10.666,66.0,16.97,29.49
-0.038,17.879,10.658,66.0,16.97,29.63
-0.01,17.876,10.651,66.0,16.97,29.77
-0.065,17.874,10.643,66.0,16.97,29.91
0.156,17.87,10.637,66.0,16.97,30.07
-0.047,17.867,10.631,66.0,16.97,30.24
-0.006,17.862,10.623,66.0,16.97,30.45
0.093,17.857,10.618,61.0,16.97,30.65
0.139,17.852,10.611,61.0,16.97,30.85
-0.019,17.847,10.601,61.0,16.97,31.07
-0.044,17.842,10.598,61.0,16.97,31.29
-0.034,17.841,10.594,61.0,16.97,31.46
-0.055,17.837,10.587,61.0,16.97,31.52
-0.057,17.835,10.581,61.0,16.97,31.6
-0.058,17.832,10.575,61.0,16.97,31.66
-0.059,17.829,10.569,61.0,16.97,31.66
0.013,17.825,10.564,61.0,16.97,31.65
-0.056,17.82,10.556,61.0,16.97,31.56
0.162,17.818,10.551,61.0,16.97,31.56
-0.039,17.813,10.546,61.0,16.97,31.53
-0.027,17.81,10.541,61.0,16.97,31.5
0.035,17.805,10.536,61.0,16.97,31.47
0.154,17.803,10.531,63.0,16.97,31.44
0.071,17.799,10.528,63.0,16.97,31.42
-0.047,17.794,10.525,63.0,16.97,31.39
-0.037,17.79,10.525,63.0,16.97,31.35
-0.036,17.783,10.525,63.0,16.97,31.27
-0.052,17.78,10.529,63.0,16.97,31.1
-0.057,17.775,10.534,63.0,16.97,31.01
-0.059,17.773,10.542,63.0,16.97,30.91
-0.06,17.768,10.552,63.0,16.97,30.87
-0.059,17.765,10.565,63.0,16.97,30.84
0.008,17.76,10.58,63.0,16.97,30.78
-0.048,17.757,10.596,63.0,16.97,30.7
0.135,17.753,10.613,63.0,16.96,30.64
-0.028,17.749,10.631,63.0,16.96,30.58
-0.031,17.745,10.65,63.0,16.96,30.53
0.03,17.743,10.668,63.0,16.96,30.47
0.154,17.741,10.685,58.0,16.96,30.42
0.091,17.737,10.703,58.0,16.96,30.33
-0.05,17.735,10.718,58.0,16.95,30.25
-0.045,17.731,10.733,58.0,16.96,30.16
-0.037,17.73,10.745,58.0,16.96,30.04
-0.054,17.727,10.756,58.0,16.96,29.81
-0.06,17.727,10.766,58.0,16.96,29.7
-0.059,17.725,10.776,58.0,16.96,29.6
-0.056,17.725,10.783,58.0,16.95,29.54
-0.054,17.725,10.792,58.0,16.95,29.52
-0.047,17.725,10.801,58.0,16.95,29.49
0.028,17.722,10.807,58.0,16.95,29.46
-0.056,17.722,10.809,58.0,16.95,29.42
0.18,17.722,10.811,58.0,16.95,29.41
-0.04,17.723,10.811,58.0,16.95,29.39
-0.003,17.725,10.81,58.0,16.95,29.39
0.079,17.725,10.809,55.0,16.95,29.4
0.202,17.723,10.807,55.0,16.95,29.45
0.065,17.722,10.805,55.0,16.95,29.55
-0.034,17.722,10.8,55.0,16.95,29.68
-0.02,17.721,10.795,55.0,16.95,29.87
-0.018,17.72,10.791,55.0,16.95,30.02
-0.03,17.72,10.785,55.0,16.95,30.15
-0.037,17.72,10.777,55.0,16.95,30.38
-0.035,17.72,10.773,55.0,16.95,30.61
-0.033,17.72,10.764,55.0,16.95,30.85
0.005,17.72,10.76,55.0,16.95,31.06
0.007,17.718,10.748,55.0,16.95,31.23
0.007,17.72,10.734,55.0,16.95,31.37
0.14,17.717,10.721,55.0,16.95,31.52
-0.033,17.713,10.711,81.0,16.95,31.65
0.008,17.71,10.7,81.0,16.95,31.77
0.124,17.708,10.689,81.0,16.95,31.86
0.138,17.706,10.679,81.0,16.95,31.86
-0.033,17.705,10.661,81.0,16.95,31.76
-0.049,17.703,10.642,81.0,16.95,31.53
-0.052,17.698,10.606,81.0,16.95,31.36
-0.061,17.695,10.587,81.0,16.95,31.23
-0.075,17.692,10.579,81.0,16.95,30.87
-0.075,17.69,10.58,81.0,16.95,30.42
-0.076,17.69,10.604,81.0,16.95,30.01
-0.045,17.687,10.609,81.0,16.95,29.76
-0.002,17.686,10.566,81.0,16.95,29.62
-0.058,17.682,10.538,81.0,16.95,29.47
0.152,17.678,10.524,81.0,16.95,29.25
-0.034,17.676,10.531,81.0,16.95,28.99
0.012,17.673,10.545,81.0,16.95,28.85
0.119,17.67,10.57,61.0,16.95,28.79
0.187,17.666,10.6,61.0,16.95,28.75
-0.005,17.662,10.61,61.0,16.95,28.72
-0.041,17.66,10.608,61.0,16.95,28.69
-0.023,17.655,10.599,61.0,16.95,28.7
-0.033,17.646,10.594,61.0,16.95,28.73
-0.037,17.641,10.585,61.0,16.95,28.76
-0.048,17.638,10.576,61.0,16.95,28.9
0.001,17.634,10.565,61.0,16.95,29.16
-0.038,17.629,10.559,61.0,16.95,29.38
0.09,17.625,10.56,61.0,16.93,29.38
0.021,17.621,10.565,61.0,16.95,29.46
-0.033,17.619,10.579,61.0,16.93,29.74
0.02,17.614,10.599,61.0,16.93,29.91
0.15,17.61,10.628,61.0,16.93,30.24
0.112,17.604,10.668,61.0,16.93,30.52
-0.042,17.601,10.718,61.0,16.93,30.7
-0.04,17.596,10.775,61.0,16.93,30.86
-0.037,17.591,10.843,61.0,16.93,31.07
-0.034,17.589,10.918,61.0,16.93,31.29
0.011,17.584,11.0,61.0,16.93,31.53
-0.083,17.58,11.092,61.0,16.93,31.76
0.17,17.576,11.188,61.0,16.93,31.92
-0.064,17.574,11.286,61.0,16.93,32.09
-0.027,17.571,11.388,126.0,16.92,32.12
0.062,17.57,11.486,126.0,16.92,32.01
0.133,17.568,11.582,126.0,16.92,31.86
-0.03,17.568,11.677,126.0,16.92,31.72
-0.071,17.569,11.774,126.0,16.92,31.57
-0.064,17.57,11.864,126.0,16.92,31.43
-0.08,17.574,11.946,126.0,16.92,31.22
-0.087,17.579,12.028,126.0,16.92,31.0
-0.008,17.586,12.107,126.0,16.92,30.85
-0.115,17.595,12.184,126.0,16.92,30.69
0.121,17.605,12.258,126.0,16.92,30.59
-0.108,17.616,12.324,126.0,16.92,30.47
-0.072,17.629,12.382,126.0,16.92,30.31
0.009,17.644,12.442,126.0,16.92,30.15
0.123,17.658,12.505,126.0,16.92,30.01
-0.01,17.676,12.563,126.0,16.92,29.89
-0.094,17.707,12.632,126.0,16.92,29.79
-0.077,17.722,12.663,126.0,16.92,29.73
-0.088,17.733,12.683,126.0,16.92,29.63
-0.089,17.754,12.715,126.0,16.92,29.46
-0.072,17.777,12.756,126.0,16.92,29.41
-0.034,17.8,12.787,126.0,16.92,29.35
-0.114,17.823,12.807,126.0,16.92,29.35
0.125,17.844,12.828,126.0,16.92,29.34
-0.082,17.866,12.836,126.0,16.92,29.27
-0.04,17.887,12.832,126.0,16.92,29.27
0.067,17.91,12.831,126.0,16.92,29.24
0.133,17.931,12.822,126.0,16.92,29.22
-0.036,17.967,12.8,126.0,16.92,29.2
-0.064,17.984,12.787,126.0,16.92,29.24
-0.054,17.997,12.772,126.0,16.92,29.35
-0.067,18.018,12.745,126.0,16.92,29.43
-0.067,18.038,12.718,126.0,16.92,29.54
-0.065,18.055,12.689,126.0,16.92,29.79
0.003,18.073,12.662,126.0,16.92,30.07
-0.044,18.089,12.633,126.0,16.92,30.41
0.071,18.104,12.606,126.0,16.92,30.92
0.05,18.127,12.552,126.0,16.92,30.94
-0.03,18.139,12.523,126.0,16.92,31.18
0.049,18.148,12.504,126.0,16.92,31.38
0.137,18.159,12.469,126.0,16.92,31.55
0.104,18.172,12.433,126.0,16.92,31.68
-0.031,18.184,12.398,126.0,16.92,31.78
-0.026,18.194,12.363,126.0,16.92,31.84
-0.026,18.204,12.33,126.0,16.92,31.8
-0.044,18.213,12.295,126.0,16.91,31.57
-0.052,18.227,12.24,126.0,16.91,31.56
-0.052,18.23,12.216,126.0,16.91,31.47
-0.025,18.235,12.194,126.0,16.91,31.4
-0.007,18.241,12.163,126.0,16.91,31.34
-0.037,18.247,12.133,126.0,16.91,31.26
0.072,18.25,12.104,126.0,16.91,31.14
0.049,18.255,12.075,126.0,16.91,31.0
-0.029,18.259,12.046,126.0,16.91,30.86
0.026,18.262,12.019,126.0,16.9,30.67
0.144,18.264,11.992,62.0,16.9,30.66
0.11,18.264,11.966,62.0,16.91,30.57
-0.039,18.264,11.94,62.0,16.9,30.47
-0.04,18.265,11.896,62.0,16.9,30.35
-0.032,18.264,11.879,62.0,16.9,30.23
-0.052,18.263,11.865,62.0,16.9,29.98
-0.061,18.263,11.841,62.0,16.9,29.79
-0.062,18.262,11.825,62.0,16.9,29.65
-0.061,18.26,11.806,62.0,16.9,29.55
-0.06,18.258,11.784,62.0,16.9,29.52
-0.056,18.257,11.763,62.0,16.9,29.48
0.023,18.254,11.742,62.0,16.9,29.34
-0.065,18.252,11.721,62.0,16.9,29.32
0.169,18.249,11.701,62.0,16.9,29.24
-0.052,18.247,11.684,62.0,16.9,29.22
-0.014,18.244,11.662,62.0,16.9,29.24
0.061,18.239,11.644,62.0,16.9,29.27
0.184,18.233,11.625,55.0,16.9,29.24
0.063,18.228,11.607,55.0,16.9,29.19
-0.045,18.223,11.589,55.0,16.9,29.14
-0.032,18.218,11.572,55.0,16.9,29.12
-0.033,18.213,11.555,55.0,16.9,29.12
-0.051,18.208,11.538,55.0,16.9,29.1
-0.053,18.203,11.524,55.0,16.9,29.24
-0.052,18.198,11.516,55.0,16.9,29.48
-0.05,18.19,11.503,55.0,16.9,29.77
-0.017,18.184,11.488,55.0,16.9,30.05
0.003,18.177,11.471,55.0,16.9,30.33
-0.026,18.169,11.456,55.0,16.9,30.57
0.169,18.159,11.441,55.0,16.9,30.84
-0.025,18.149,11.429,55.0,16.9,31.08
0.019,18.142,11.414,55.0,16.9,31.33
0.123,18.133,11.4,55.0,16.9,31.55
0.161,18.126,11.388,55.0,16.9,31.76
-0.006,18.117,11.374,55.0,16.9,31.93
-0.027,18.109,11.363,60.0,16.9,32.1
-0.014,18.099,11.349,60.0,16.9,32.18
-0.033,18.09,11.338,60.0,16.9,32.09
-0.043,18.082,11.325,60.0,16.9,31.96
-0.048,18.072,11.314,60.0,16.9,31.84
0.012,18.062,11.303,60.0,16.9,31.71
-0.033,18.052,11.292,60.0,16.9,31.65
0.098,18.042,11.281,60.0,16.9,31.55
0.024,18.032,11.271,60.0,16.9,31.39
-0.035,18.022,11.26,60.0,16.9,31.26
0.02,18.012,11.251,60.0,16.9,31.15
0.146,18.004,11.241,67.0,16.9,31.03
0.102,17.997,11.231,67.0,16.9,30.92
-0.056,17.988,11.223,67.0,16.9,30.81
-0.056,17.979,11.215,67.0,16.9,30.68
-0.046,17.97,11.208,67.0,16.88,30.57
-0.065,17.962,11.2,67.0,16.88,30.31
-0.073,17.944,11.19,67.0,16.88,30.1
-0.077,17.937,11.183,67.0,16.88,29.95
-0.051,17.932,11.18,67.0,16.88,29.82
-0.032,17.922,11.175,67.0,16.88,29.74
-0.063,17.913,11.172,67.0,16.88,29.65
0.1,17.906,11.168,67.0,16.88,29.57
-0.028,17.897,11.165,67.0,16.88,29.51
-0.049,17.888,11.162,67.0,16.88,29.46
0.011,17.881,11.16,67.0,16.88,29.44
0.144,17.873,11.159,62.0,16.88,29.43
0.101,17.866,11.159,62.0,16.88,29.4
-0.054,17.858,11.157,62.0,16.88,29.39
-0.051,17.85,11.159,62.0,16.87,29.38
-0.042,17.843,11.157,62.0,16.87,29.37
-0.057,17.835,11.158,62.0,16.87,29.25
-0.062,17.828,11.158,62.0,16.87,29.19
-0.064,17.82,11.158,62.0,16.87,29.19
0.001,17.813,11.157,62.0,16.87,29.17
-0.041,17.804,11.157,62.0,16.87,29.19
0.063,17.796,11.157,62.0,16.87,29.19
0.035,17.79,11.154,62.0,16.87,29.18
-0.04,17.784,11.154,62.0,16.87,29.17
0.016,17.778,11.154,62.0,16.87,29.17
0.149,17.773,11.154,65.0,16.87,29.16
0.129,17.765,11.155,65.0,16.87,29.16
-0.037,17.76,11.158,65.0,16.87,29.19
-0.037,17.755,11.163,65.0,16.87,29.25
-0.031,17.75,11.168,65.0,16.87,29.38
-0.045,17.745,11.173,65.0,16.87,29.48
-0.043,17.741,11.18,65.0,16.87,29.7
0.028,17.738,11.188,65.0,16.87,29.97
-0.059,17.733,11.196,65.0,16.87,30.26
0.191,17.73,11.205,65.0,16.87,30.56
-0.043,17.726,11.214,65.0,16.87,30.8
-0.01,17.722,11.221,65.0,16.87,31.01
0.068,17.72,11.228,65.0,16.87,31.21
0.174,17.717,11.237,65.0,16.87,31.4
0.043,17.715,11.243,65.0,16.87,31.56
-0.035,17.713,11.25,65.0,16.87,31.68
-0.021,17.712,11.255,65.0,16.87,31.8
-0.03,17.711,11.259,65.0,16.87,31.78
-0.044,17.71,11.262,65.0,16.87,31.62
0.026,17.71,11.265,65.0,16.87,31.5
-0.044,17.71,11.266,65.0,16.87,31.36
0.118,17.708,11.267,65.0,16.87,31.26
0.003,17.707,11.269,65.0,16.87,31.11
-0.03,17.707,11.267,65.0,16.87,30.99
0.029,17.705,11.265,65.0,16.87,30.85
0.15,17.705,11.264,75.0,16.87,30.71
0.093,17.705,11.257,75.0,16.87,30.57
-0.042,17.707,11.252,75.0,16.87,30.46
-0.037,17.705,11.251,75.0,16.87,30.39
-0.051,17.705,11.245,75.0,16.87,30.25
-0.054,17.705,11.24,75.0,16.87,30.0
-0.064,17.705,11.233,75.0,16.87,29.85
-0.066,17.705,11.227,75.0,16.86,29.77
0.015,17.702,11.22,75.0,16.86,29.68
-0.079,17.702,11.211,75.0,16.86,29.6
0.157,17.702,11.203,75.0,16.86,29.59
-0.069,17.7,11.194,75.0,16.86,29.53
-0.035,17.7,11.186,75.0,16.86,29.47
0.04,17.698,11.176,75.0,16.86,29.44
0.161,17.697,11.166,67.0,16.86,29.4
0.058,17.697,11.158,67.0,16.86,29.37
-0.048,17.695,11.149,67.0,16.86,29.35
-0.032,17.695,11.139,67.0,16.86,29.35
-0.04,17.692,11.129,67.0,16.86,29.32
-0.055,17.69,11.122,67.0,16.86,29.2
-0.061,17.688,11.112,67.0,16.86,29.2
-0.062,17.686,11.102,67.0,16.86,29.18
-0.042,17.685,11.092,67.0,16.86,29.18
0.005,17.682,11.082,67.0,16.86,29.19
-0.075,17.678,11.072,67.0,16.86,29.19
0.165,17.677,11.064,67.0,16.85,29.18
-0.046,17.673,11.054,67.0,16.86,29.18
-0.008,17.671,11.044,67.0,16.86,29.2
0.086,17.667,11.035,63.0,16.85,29.26
0.174,17.663,11.027,63.0,16.85,29.34
0.015,17.661,11.019,63.0,16.85,29.49
-0.038,17.656,11.01,63.0,16.85,29.67
-0.024,17.654,11.002,63.0,16.85,29.9
-0.036,17.649,10.994,63.0,16.85,30.04
-0.045,17.645,10.985,63.0,16.85,30.18
-0.047,17.641,10.977,63.0,16.85,30.41
-0.023,17.636,10.97,63.0,16.85,30.61
0.008,17.633,10.962,63.0,16.85,30.85
-0.056,17.627,10.95,63.0,16.85,31.04
0.185,17.621,10.946,63.0,16.85,31.19
-0.019,17.621,10.939,63.0,16.85,31.31
0.069,17.616,10.933,63.0,16.85,31.45
0.097,17.613,10.924,63.0,16.85,31.53
0.156,17.606,10.918,63.0,16.85,31.6
0.001,17.603,10.91,63.0,16.85,31.57
-0.03,17.597,10.904,67.0,16.85,31.5
-0.022,17.591,10.897,67.0,16.85,31.27
-0.039,17.586,10.89,67.0,16.85,31.26
-0.052,17.581,10.883,67.0,16.85,31.08
-0.057,17.576,10.877,67.0,16.85,30.96
-0.031,17.573,10.869,67.0,16.85,30.83
-0.009,17.568,10.864,67.0,16.85,30.79
-0.062,17.563,10.857,67.0,16.85,30.7
0.139,17.559,10.85,67.0,16.85,30.56
-0.056,17.554,10.845,67.0,16.85,30.45
-0.012,17.549,10.837,67.0,16.85,30.33
0.092,17.544,10.831,66.0,16.85,30.22
0.139,17.541,10.825,66.0,16.85,30.12
-0.034,17.537,10.82,66.0,16.85,30.03
-0.063,17.533,10.813,66.0,16.85,29.92
-0.058,17.529,10.807,66.0,16.85,29.86
-0.079,17.524,10.805,66.0,16.85,29.66
-0.103,17.519,10.8,66.0,16.85,29.51
-0.139,17.514,10.796,66.0,16.85,29.43
-0.193,17.509,10.796,66.0,16.85,29.36
-0.183,17.504,10.796,66.0,16.85,29.32
-0.259,17.499,10.8,66.0,16.85,29.24
-0.237,17.492,10.805,66.0,16.85,29.23
-0.234,17.487,10.813,66.0,16.85,29.19
-0.374,17.482,10.821,66.0,16.84,29.04
-0.343,17.48,10.833,66.0,16.84,28.94
-0.237,17.475,10.847,63.0,16.84,28.89
-0.248,17.472,10.861,63.0,16.84,28.89
-0.421,17.467,10.877,63.0,16.84,28.94
-0.396,17.462,10.892,63.0,16.84,29.16
-0.33,17.457,10.908,63.0,16.84,29.39
-0.277,17.455,10.924,63.0,16.84,29.53
-0.229,17.45,10.939,63.0,16.84,29.75
-0.178,17.445,10.951,63.0,16.84,30.15
-0.074,17.44,10.965,63.0,16.84,30.72
-0.138,17.435,10.975,63.0,16.84,31.01
0.13,17.43,10.985,63.0,16.84,31.08
-0.07,17.427,10.994,63.0,16.84,30.98
-0.019,17.424,11.001,63.0,16.84,30.86
0.072,17.42,11.006,63.0,16.84,30.72
0.192,17.417,11.011,63.0,16.84,30.49
0.073,17.414,11.015,63.0,16.84,30.28
-0.001,17.41,11.02,63.0,16.84,30.14
0.023,17.409,11.02,63.0,16.84,30.04
0.02,17.407,11.02,63.0,16.84,29.87
0.015,17.406,11.021,63.0,16.84,29.63
0.015,17.406,11.02,63.0,16.84,29.54
0.039,17.406,11.019,63.0,16.84,29.45
0.094,17.406,11.016,63.0,16.84,29.41
0.011,17.405,11.013,63.0,16.84,29.41
0.246,17.404,11.009,63.0,16.82,29.33
0.037,17.402,11.004,63.0,16.82,29.33
0.076,17.401,11.001,63.0,16.84,29.3
0.173,17.4,10.998,63.0,16.84,29.29
0.259,17.399,10.996,63.0,16.82,29.32
0.097,17.399,10.998,63.0,16.82,29.42
0.048,17.397,11.001,63.0,16.82,29.58
0.061,17.396,11.011,63.0,16.82,29.8
0.046,17.394,11.026,63.0,16.82,29.96
0.036,17.392,11.047,63.0,16.82,30.13
0.106,17.39,11.074,63.0,16.82,30.4
0.045,17.387,11.108,63.0,16.82,30.63
0.207,17.384,11.148,63.0,16.82,30.92
0.093,17.383,11.224,63.0,16.82,31.14
0.053,17.382,11.263,63.0,16.82,31.3
0.129,17.38,11.293,63.0,16.82,31.45
0.205,17.379,11.351,63.0,16.82,31.6
0.17,17.379,11.406,63.0,16.82,31.71
0.04,17.379,11.464,63.0,16.82,31.77
0.042,17.38,11.517,63.0,16.82,31.74
0.031,17.385,11.566,63.0,16.82,31.64
0.01,17.387,11.61,63.0,16.82,31.32
0.002,17.388,11.655,63.0,16.82,31.32
0.078,17.39,11.695,63.0,16.82,31.17
-0.007,17.395,11.73,63.0,16.82,31.06
0.197,17.398,11.759,63.0,16.82,30.98
-0.01,17.405,11.785,63.0,16.82,30.86
0.002,17.412,11.814,63.0,16.82,30.74
0.063,17.42,11.841,63.0,16.82,30.63
0.175,17.427,11.865,63.0,16.82,30.52
0.106,17.433,11.88,63.0,16.82,30.42
-0.019,17.443,11.889,63.0,16.82,30.32
-0.012,17.453,11.895,63.0,16.82,30.24
-0.026,17.462,11.898,63.0,16.82,30.14
-0.048,17.481,11.894,63.0,16.82,29.93
-0.056,17.492,11.89,63.0,16.82,29.82
-0.04,17.497,11.889,63.0,16.82,29.74
-0.08,17.509,11.88,63.0,16.82,29.69
-0.026,17.52,11.87,63.0,16.82,29.66
0.111,17.53,11.859,63.0,16.81,29.62
-0.044,17.54,11.843,63.0,16.81,29.57
0.007,17.55,11.826,63.0,16.81,29.53
0.122,17.558,11.806,63.0,16.81,29.5
0.141,17.568,11.786,63.0,16.81,29.5
-0.026,17.575,11.764,63.0,16.81,29.5
-0.036,17.584,11.741,63.0,16.81,29.48
-0.034,17.591,11.717,63.0,16.81,29.51
-0.052,17.599,11.692,63.0,16.81,29.42
-0.06,17.604,11.667,63.0,16.81,29.36
-0.062,17.61,11.643,63.0,16.81,29.38
-0.007,17.616,11.618,63.0,16.81,29.39
-0.03,17.62,11.593,63.0,16.81,29.46
0.025,17.623,11.568,63.0,16.81,29.55
0.075,17.625,11.545,63.0,16.81,29.68
-0.039,17.628,11.521,63.0,16.81,29.81
0.01,17.63,11.496,63.0,16.81,30.02
0.118,17.629,11.474,67.0,16.81,30.23
0.12,17.63,11.451,67.0,16.81,30.48
-0.035,17.63,11.428,67.0,16.81,30.74
-0.042,17.631,11.408,67.0,16.81,30.99
-0.043,17.633,11.386,67.0,16.81,31.2
-0.067,17.633,11.363,67.0,16.81,31.3
-0.08,17.633,11.343,67.0,16.81,31.43
-0.035,17.631,11.323,67.0,16.81,31.54
-0.075,17.63,11.303,67.0,16.81,31.62
-0.029,17.629,11.286,67.0,16.81,31.64
0.013,17.628,11.267,67.0,16.81,31.53
-0.109,17.625,11.25,67.0,16.81,31.38
-0.066,17.624,11.22,67.0,16.81,31.23
0.027,17.621,11.209,71.0,16.81,31.08
-0.028,17.621,11.199,71.0,16.8,30.96
-0.196,17.62,11.183,71.0,16.8,30.86
-0.196,17.618,11.168,71.0,16.81,30.74
-0.219,17.616,11.153,71.0,16.8,30.62
-0.252,17.614,11.14,71.0,16.8,30.36
-0.268,17.611,11.125,71.0,16.8,30.25
-0.272,17.608,11.112,71.0,16.8,30.14
-0.265,17.604,11.099,71.0,16.8,30.14
-0.183,17.599,11.087,71.0,16.8,30.07
-0.197,17.596,11.074,71.0,16.8,30.02
-0.033,17.591,11.064,71.0,16.8,29.96
-0.076,17.581,11.048,71.0,16.8,29.93
-0.095,17.579,11.039,71.0,16.8,29.88
0.016,17.576,11.035,71.0,16.8,29.83
0.143,17.573,11.027,62.0,16.8,29.8
0.113,17.569,11.021,62.0,16.8,29.78
-0.026,17.564,11.014,62.0,16.8,29.73
-0.011,17.562,11.011,62.0,16.8,29.68
-0.005,17.557,11.008,62.0,16.8,29.62
-0.017,17.552,11.005,62.0,16.8,29.39
-0.019,17.547,11.004,62.0,16.8,29.39
-0.016,17.542,11.003,62.0,16.8,29.37
-0.011,17.537,11.003,62.0,16.8,29.34
0.035,17.529,11.003,62.0,16.8,29.36
0.045,17.523,11.001,62.0,16.8,29.4
0.046,17.517,11.001,62.0,16.8,29.42
0.177,17.512,11.0,62.0,16.8,29.4
0.029,17.507,10.999,62.0,16.8,29.4
0.079,17.502,10.998,62.0,16.8,29.43
0.192,17.497,10.996,62.0,16.8,29.48
0.224,17.49,10.994,62.0,16.8,29.56
0.058,17.486,10.991,62.0,16.8,29.71
0.044,17.48,10.988,62.0,16.8,29.91
0.048,17.475,10.984,62.0,16.8,30.15
0.034,17.47,10.98,62.0,16.8,30.29
0.028,17.465,10.976,62.0,16.8,30.48
0.048,17.458,10.971,62.0,16.8,30.74
0.091,17.452,10.966,62.0,16.8,30.97
0.015,17.446,10.961,62.0,16.8,31.23
0.257,17.44,10.956,60.0,16.8,31.42
0.033,17.433,10.951,60.0,16.8,31.56
0.068,17.427,10.944,60.0,16.8,31.69
0.159,17.422,10.939,60.0,16.8,31.8
0.224,17.417,10.932,60.0,16.79,31.81
0.069,17.412,10.925,60.0,16.79,31.76
0.031,17.407,10.919,60.0,16.79,31.69
0.035,17.402,10.912,60.0,16.79,31.64
0.015,17.396,10.904,60.0,16.79,31.5
0.003,17.39,10.898,54.0,16.79,31.34
0.059,17.385,10.89,54.0,16.79,31.25
0.018,17.383,10.884,54.0,16.79,31.14
0.097,17.378,10.879,54.0,16.79,31.12
0.102,17.373,10.876,54.0,16.79,31.06
0.003,17.37,10.878,54.0,16.79,30.98
0.057,17.365,10.883,54.0,16.79,30.91
0.17,17.359,10.897,54.0,16.79,30.86
0.154,17.353,10.919,54.0,16.79,30.79
0.004,17.348,10.95,54.0,16.79,30.74
0.004,17.34,10.992,54.0,16.79,30.69
0.004,17.349,11.049,54.0,16.79,30.66
-0.017,17.36,11.118,54.0,16.79,30.53
-0.018,17.359,11.201,54.0,16.79,30.43
0.059,17.353,11.294,54.0,16.79,30.37
-0.038,17.348,11.395,54.0,16.79,30.33
0.202,17.375,11.509,54.0,16.79,30.33
-0.027,17.391,11.658,54.0,16.79,30.28
0.005,17.385,11.813,54.0,16.79,30.31
0.083,17.373,11.912,54.0,16.79,30.32
0.199,17.368,12.012,73.0,16.79,30.15
0.092,17.365,12.121,73.0,16.79,30.01
0.006,17.365,12.232,73.0,16.79,29.96
0.02,17.368,12.319,73.0,16.79,29.86
0.002,17.37,12.402,73.0,16.79,29.75
0.009,17.38,12.496,73.0,16.79,29.58
0.061,17.393,12.57,73.0,16.78,28.98
-0.014,17.429,12.666,73.0,16.76,28.78
0.025,17.446,12.715,73.0,16.78,28.47
0.067,17.461,12.75,73.0,16.78,28.87
-0.005,17.489,12.791,73.0,16.78,29.08
0.011,17.519,12.824,73.0,16.78,28.98
0.14,17.552,12.86,75.0,16.78,28.81
0.157,17.586,12.904,75.0,16.78,28.93
-0.013,17.621,12.93,75.0,16.76,29.16
-0.019,17.657,12.953,75.0,16.76,29.55
-0.016,17.697,12.98,75.0,16.78,29.56
-0.035,17.737,13.001,75.0,16.76,29.94
0.039,17.777,13.016,75.0,16.76,30.34
-0.024,17.82,13.011,75.0,16.78,30.61
0.128,17.865,12.969,75.0,16.76,30.88
0.044,17.909,12.978,75.0,16.76,31.13
0.0,17.948,12.994,75.0,16.76,31.35
0.054,17.988,13.037,75.0,16.76,31.52
0.159,18.028,13.117,75.0,16.76,31.72
